index,x,y
21,667,255
22,678,243
23,682,240
24,695,231
25,711,221
26,721,211
27,733,206
28,741,201
29,743,201
30,753,196
31,763,196
32,773,193
33,782,196
34,788,197
35,793,198
36,801,201
37,808,206
38,816,213
39,823,221
40,831,228
41,831,231
42,838,240
43,846,251
44,852,263
45,858,278
46,863,291
47,866,295
48,870,310
49,876,327
50,881,345
51,862,345
67,655,256
68,642,258
69,666,257
86,608,237
93,750,355
94,772,348
95,775,346
97,820,338
98,840,333
99,856,335
100,875,331
101,877,332
102,895,332
103,911,335
104,927,338
105,941,341
106,952,346
107,957,348
108,968,352
109,981,358
