index,x,y
10,631,332
11,630,332
12,636,313
13,642,301
14,650,293
15,655,285
26,666,290
30,655,318
31,652,328
32,650,340
33,646,351
34,646,365
35,645,367
36,641,380
37,638,396
38,640,405
48,578,183
49,572,146
50,566,116
51,563,90
52,560,70
53,560,65
54,556,47
55,553,30
56,551,15
57,550,5
75,542,5
76,542,6
77,543,8
78,543,15
79,545,26
80,546,36
81,546,46
82,546,56
83,546,60
84,546,70
85,547,82
86,548,96
87,551,108
88,551,121
89,551,121
90,590,165
91,616,196
92,638,221
96,695,288
97,707,307
98,721,328
99,731,345
100,742,362
101,743,363
102,753,383
103,762,406
104,768,406
107,773,297
108,772,253
109,772,222
110,771,195
111,772,171
112,772,156
113,772,151
114,773,137
115,775,123
116,776,115
117,776,107
118,776,101
119,776,100
120,777,93
121,778,91
122,778,88
123,780,88
124,778,88
125,780,88
126,781,90
127,781,91
128,781,95
129,783,98
130,785,103
131,785,106
132,786,111
133,786,116
134,787,123
135,788,131
136,788,138
137,788,141
138,785,175
144,760,287
145,756,305
146,753,323
147,752,343
148,750,360
149,750,360
150,752,348
152,772,297
170,828,250
171,832,253
172,835,256
173,836,256
174,841,258
175,846,261
176,851,265
177,853,270
178,858,276
179,857,276
180,861,281
181,863,290
182,867,298
183,870,308
184,872,318
185,873,321
186,875,331
187,876,343
188,878,357
189,881,371
190,882,385
191,881,385
192,878,385
193,866,307
194,856,257
195,848,226
196,845,202
197,845,201
198,840,180
199,836,163
200,833,148
201,831,138
202,828,132
203,828,128
204,826,123
205,826,118
206,823,116
207,822,113
208,821,113
209,821,113
210,821,112
211,821,115
212,818,116
213,818,118
214,818,121
215,817,125
216,818,128
217,818,135
218,818,141
219,818,148
220,820,120
221,820,117
222,821,80
223,822,50
224,825,23
225,826,5
248,837,7
249,838,21
250,838,38
251,837,40
252,837,56
253,836,75
254,836,93
255,836,113
256,836,133
257,837,137
258,836,157
259,836,178
260,836,201
261,837,225
262,836,247
263,837,250
264,837,272
265,837,297
266,837,320
272,616,258
273,598,257
284,493,292
285,486,301
286,481,308
287,478,311
288,471,320
289,465,330
290,460,340
292,461,283
293,462,280
294,465,258
295,467,243
296,467,236
310,578,312
311,578,313
312,578,315
313,577,317
314,577,320
315,576,325
316,576,330
317,576,333
318,576,338
319,576,348
320,576,358
321,576,368
322,576,378
323,576,382
324,577,390
325,578,395
326,580,393
327,580,391
328,581,390
329,580,387
330,581,391
331,582,393
332,581,396
333,582,396
334,582,396
335,582,396
336,583,395
337,582,396
338,585,397
339,585,397
