index,x,y
25,622,348
26,622,330
27,625,318
28,626,313
29,627,306
36,685,267
42,682,311
49,556,292
50,548,298
51,538,306
52,535,307
53,526,313
54,518,323
55,508,332
56,501,343
57,493,353
58,491,357
59,485,370
60,477,381
61,471,396
62,463,411
63,483,336
65,507,263
66,522,216
67,536,181
68,543,156
69,553,131
70,553,131
71,562,111
72,568,96
73,576,83
74,582,72
75,587,63
76,590,61
77,593,56
78,598,51
79,603,47
80,608,45
81,611,45
82,613,45
83,620,45
84,623,46
85,627,47
86,631,51
87,635,55
88,636,56
89,638,61
90,643,66
91,646,72
92,648,80
93,652,86
94,653,88
95,656,97
96,658,106
97,662,116
98,666,126
99,666,137
100,667,136
101,671,147
102,671,161
103,675,171
104,676,183
105,680,195
