index,x,y
0,668,278
1,668,278
2,670,278
10,671,282
11,672,283
12,672,282
13,673,281
16,673,281
17,675,281
18,673,280
19,673,278
41,647,316
42,645,320
52,715,257
53,723,256
54,733,256
55,743,256
56,750,255
57,751,256
60,756,266
61,761,271
62,762,275
63,763,278
64,766,283
65,767,292
66,770,303
67,771,311
68,773,318
69,775,318
70,791,298
71,793,286
72,801,275
73,808,266
74,813,261
75,815,258
76,818,255
77,823,252
78,828,251
79,832,250
80,836,250
81,836,250
82,841,252
83,842,253
84,846,258
85,848,262
86,851,266
87,852,268
88,853,273
89,857,280
90,858,290
91,860,298
92,862,303
93,862,307
94,865,312
95,867,316
96,866,313
97,866,311
98,866,310
99,866,310
100,866,311
101,868,311
102,868,311
103,868,311
104,868,311
105,868,311
106,868,312
107,870,313
