index,x,y
52,631,185
53,626,160
54,626,137
55,626,136
56,623,118
57,621,103
58,621,88
59,621,76
60,618,66
61,618,65
62,617,58
63,617,51
64,616,47
65,615,43
66,613,42
67,613,42
68,613,42
69,612,42
70,611,47
71,611,51
72,608,56
73,608,58
74,607,65
75,606,73
76,606,83
77,603,96
78,603,108
79,603,110
80,601,123
81,601,138
82,600,157
83,598,176
84,597,193
85,597,195
86,598,212
108,773,281
109,773,281
110,777,265
111,775,261
112,776,261
115,766,262
117,765,268
118,763,271
119,763,275
128,751,340
129,750,353
154,750,281
155,752,276
156,757,270
157,760,268
158,766,266
159,773,263
160,782,261
161,788,261
162,792,260
163,795,261
164,800,263
165,805,266
166,810,271
167,815,278
168,820,285
169,820,287
170,826,293
171,830,303
172,833,315
173,838,326
174,841,338
175,842,343
176,845,355
177,848,370
178,851,386
179,856,402
183,841,342
184,836,303
185,828,278
186,823,261
187,825,256
188,821,245
189,818,233
190,816,226
200,740,366
201,733,386
202,726,406
203,721,422
204,715,442
205,715,443
206,708,463
207,703,483
208,698,503
209,693,523
210,691,542
211,691,545
212,687,563
213,682,583
214,683,586
215,681,587
216,681,586
217,680,586
218,682,587
219,682,591
220,686,598
221,685,603
222,686,608
223,687,610
224,688,611
225,688,612
226,691,615
227,688,615
228,688,616
229,687,615
