index,x,y
12,628,346
13,637,332
14,638,328
15,646,316
16,651,303
17,657,296
18,663,291
19,671,290
20,671,290
21,676,287
22,682,286
23,686,286
24,691,285
34,601,281
35,595,283
40,553,302
41,547,310
42,537,320
43,530,325
44,528,328
45,522,337
48,535,310
49,541,296
50,541,293
51,546,282
52,552,271
53,560,262
54,567,257
55,576,252
56,578,251
57,583,248
58,590,246
60,621,403
79,671,605
80,671,606
81,680,613
82,683,617
83,686,618
84,687,622
85,688,623
86,690,626
87,691,627
88,690,627
89,690,627
90,691,631
91,690,632
92,691,632
93,692,636
