index,x,y
10,617,367
11,616,346
12,616,331
13,615,328
14,613,316
15,613,306
16,612,300
17,612,297
18,611,293
19,610,292
30,547,290
31,542,291
32,536,293
33,527,296
34,517,302
35,508,310
36,502,316
37,501,317
38,528,306
43,621,278
47,685,270
48,691,271
49,693,271
50,703,273
51,715,277
52,723,282
53,731,287
54,745,295
55,748,300
64,588,285
66,562,291
67,558,295
68,546,298
69,532,306
70,520,315
71,511,321
72,490,327
73,486,326
74,462,321
75,443,316
76,427,320
77,407,318
78,392,320
79,390,320
80,386,323
81,385,328
82,383,333
83,381,341
84,381,348
85,381,351
86,377,358
87,606,260
88,371,378
89,368,391
90,366,405
91,366,407
92,366,417
93,363,431
94,365,430
95,366,425
96,366,426
97,366,423
98,366,423
99,367,422
100,368,427
101,370,430
102,370,430
103,370,430
104,368,428
105,367,428
106,365,428
107,365,428
108,362,428
109,360,428
113,368,428
