index,x,y
21,545,278
22,541,276
23,537,276
24,535,273
25,530,272
26,526,271
27,517,272
28,511,273
29,506,276
30,500,277
31,496,280
32,492,281
33,486,286
34,480,293
35,476,301
36,471,311
37,468,321
38,466,323
39,465,331
40,471,272
41,481,217
42,486,175
43,491,137
44,491,133
45,496,106
46,501,76
47,506,52
48,511,31
49,513,13
50,513,13
51,516,3
75,585,5
76,588,12
77,591,23
78,593,36
79,596,47
80,596,47
81,598,60
82,601,73
83,603,87
84,606,101
85,607,115
86,608,116
87,610,131
89,588,225
90,582,258
91,576,283
92,577,287
93,572,312
94,568,337
95,563,362
96,561,383
97,558,405
98,558,406
99,556,432
101,540,365
102,537,302
103,536,255
104,533,251
105,531,212
106,531,178
107,528,150
108,528,126
109,526,106
110,526,106
111,526,88
112,526,73
113,526,61
114,526,52
115,526,45
116,526,41
117,526,36
118,526,32
119,527,28
120,527,27
121,527,26
122,527,26
123,530,26
124,531,27
125,531,31
126,532,33
127,533,38
128,533,41
129,535,46
130,536,53
131,537,61
132,540,70
133,541,78
134,541,81
135,541,90
136,543,101
137,545,111
139,510,307
141,502,357
142,492,411
145,478,428
147,477,383
148,480,346
149,480,315
150,482,291
151,481,273
152,481,270
153,481,253
154,482,240
155,483,227
156,485,220
157,486,213
158,486,211
159,486,207
160,488,202
161,491,201
162,492,201
163,495,198
164,495,200
166,497,202
167,496,203
168,490,247
169,481,290
170,481,293
171,476,327
172,471,357
173,466,388
174,463,416
175,458,438
176,458,440
178,478,412
179,493,360
180,506,322
187,557,207
188,558,206
189,565,200
198,606,395
210,647,581
211,651,591
212,651,593
213,653,605
214,657,618
215,661,637
216,663,646
217,666,648
218,667,648
219,670,652
220,672,658
221,676,665
222,677,668
223,681,671
224,681,672
225,682,675
226,682,675
227,682,677
228,686,677
229,682,677
232,691,681
234,691,681
236,686,681
