index,x,y
16,625,405
17,611,366
18,606,347
19,601,331
20,601,331
21,596,318
22,595,310
23,593,306
41,691,288
42,706,292
43,721,296
44,722,297
46,743,285
47,746,278
48,755,273
49,762,271
50,762,268
51,768,266
52,773,266
53,778,266
54,783,268
55,788,270
56,790,272
57,793,275
58,797,278
59,801,283
60,805,291
61,807,296
62,807,298
63,811,305
64,813,312
65,817,320
67,827,237
68,828,235
69,831,203
70,833,173
71,838,148
72,841,127
73,843,111
74,843,108
75,846,93
76,848,80
77,851,68
78,853,61
79,856,53
80,856,53
81,858,48
82,861,43
83,862,42
84,863,41
85,866,41
86,866,42
87,867,43
88,868,48
89,871,53
90,871,61
91,871,68
92,873,71
93,873,80
94,875,91
95,876,106
96,876,120
97,876,133
98,877,136
99,876,151
100,878,168
101,878,186
102,878,206
103,880,225
104,881,225
105,881,246
106,881,268
107,881,288
108,881,312
109,878,327
110,876,322
111,861,303
112,848,287
113,837,278
114,831,271
115,826,266
116,821,266
117,818,265
118,815,265
119,812,266
122,806,273
123,805,275
124,801,278
125,801,282
126,801,287
127,801,288
128,800,292
129,798,298
130,796,311
131,796,318
132,797,325
136,815,192
137,821,150
138,827,113
139,832,85
140,833,85
141,837,58
142,843,35
143,846,16
144,851,3
167,907,6
168,908,21
169,911,38
170,911,37
171,911,56
172,912,75
173,913,93
174,916,115
175,916,135
176,915,135
177,916,157
178,918,180
179,918,201
180,921,223
181,921,245
182,921,247
183,921,268
184,922,292
186,732,271
187,673,263
198,570,157
199,585,160
220,563,247
221,571,248
222,573,250
223,572,251
224,572,253
225,573,256
227,556,240
228,550,236
229,543,233
230,543,233
231,537,233
232,532,233
233,530,233
234,526,237
235,523,241
236,521,241
237,518,247
238,517,250
239,512,258
241,507,273
242,506,277
243,505,286
244,502,297
245,501,308
246,501,321
247,496,333
248,500,333
258,706,243
259,713,243
260,712,242
261,721,245
262,737,248
263,760,243
264,781,246
265,796,247
266,798,246
267,815,251
268,828,256
269,842,260
270,856,266
271,865,271
272,868,271
273,878,280
274,890,287
275,898,296
276,911,310
277,918,318
278,920,321
279,928,331
280,937,343
281,946,357
282,953,373
283,960,386
284,960,386
285,967,402
286,973,418
287,981,437
288,987,456
289,993,476
290,993,475
291,998,495
292,1003,516
293,1008,537
294,1015,555
295,1018,556
296,1020,555
297,1021,552
298,1022,547
299,1022,545
300,1020,536
301,1021,536
302,1022,536
303,1023,535
304,1026,536
305,1028,540
306,1030,546
307,1031,551
308,1031,553
309,1031,558
312,1028,555
