index,x,y
34,663,277
35,662,280
36,660,280
39,652,291
43,643,323
44,645,323
47,602,281
48,590,271
49,578,261
52,561,248
53,552,246
55,536,248
56,533,250
57,531,253
58,531,258
59,530,266
60,517,276
61,516,283
62,512,287
63,511,296
64,506,308
65,502,320
66,500,331
67,498,312
68,500,315
70,512,263
71,516,245
72,518,230
73,522,220
74,522,217
75,525,211
76,527,203
77,531,198
78,533,196
79,535,192
80,535,193
81,522,211
82,503,236
83,488,257
84,477,276
85,466,295
86,465,295
87,455,315
88,446,331
89,438,350
90,431,368
91,425,386
92,423,390
93,418,407
94,412,426
95,407,447
96,403,468
97,398,487
98,398,487
99,393,510
100,388,531
102,382,578
103,378,600
104,380,598
105,375,625
111,370,648
112,370,648
113,371,652
114,371,655
115,371,660
116,371,660
117,371,666
118,373,668
119,372,668
