index,x,y
34,656,278
35,658,281
36,650,288
37,647,297
39,646,303
44,615,293
45,597,272
46,580,257
47,566,243
48,555,232
49,545,223
50,546,222
51,536,218
52,528,215
53,522,211
54,515,210
55,510,211
56,506,210
57,502,210
58,498,211
59,493,215
60,491,217
61,498,200
62,503,195
63,515,185
64,525,172
65,536,163
66,545,157
67,552,153
68,556,151
69,562,151
70,568,148
71,576,148
72,581,148
73,587,151
74,590,151
75,595,155
76,601,160
77,608,166
78,613,173
79,620,182
80,620,181
81,626,191
82,631,202
83,636,215
84,641,230
85,646,243
86,646,246
87,651,260
90,666,310
96,705,252
97,711,233
98,711,231
99,716,221
100,721,208
101,723,203
102,726,198
103,728,196
104,730,196
107,736,216
108,737,211
113,731,315
114,733,336
115,732,358
116,731,357
117,731,381
123,696,223
124,691,210
125,687,198
126,685,191
127,683,186
128,683,183
129,681,180
130,680,177
131,680,175
132,690,180
133,698,186
134,701,187
135,710,195
136,721,203
137,732,212
138,741,222
139,748,231
140,747,231
141,756,241
142,763,253
143,771,265
144,777,277
145,783,288
146,783,291
147,791,303
148,796,318
149,801,333
150,807,348
151,811,363
152,811,365
153,816,381
154,808,387
155,761,341
161,628,251
162,612,241
163,601,235
164,598,232
165,585,228
166,572,223
167,561,221
168,551,221
169,542,222
170,543,221
171,536,223
172,528,223
173,520,227
174,516,231
175,508,236
176,506,236
177,502,241
178,496,248
179,491,256
180,486,265
181,483,266
182,483,266
183,478,256
184,476,253
185,473,248
186,473,242
187,473,238
188,473,236
189,472,236
190,471,235
191,470,236
192,468,237
193,468,238
194,466,241
195,466,246
196,466,251
197,466,256
198,465,262
199,463,272
200,465,272
201,463,281
202,463,293
203,463,301
204,486,303
205,510,292
206,512,291
207,536,282
227,611,260
228,593,260
229,576,258
231,560,260
232,546,263
233,536,266
234,520,271
235,510,273
236,506,275
237,497,283
238,486,291
239,476,300
240,470,307
246,623,278
255,760,291
256,773,297
257,785,303
258,798,311
259,808,318
260,810,320
261,818,328
262,826,336
263,836,346
265,857,273
266,857,271
267,863,226
268,868,190
269,873,157
270,878,127
271,881,105
272,882,101
273,886,78
274,891,60
275,896,42
276,900,27
277,902,16
278,903,13
279,906,6
293,935,3
294,936,11
295,936,21
296,935,22
297,936,36
298,936,52
299,936,68
300,936,82
301,936,98
302,936,102
303,936,120
304,936,141
305,936,160
306,937,182
307,936,202
308,938,203
309,937,225
310,937,248
311,936,271
312,937,295
318,747,272
319,731,271
321,716,275
322,702,275
323,691,278
324,683,281
325,678,283
326,676,286
327,671,290
328,665,292
329,660,300
333,628,262
334,618,248
335,611,236
336,603,226
337,598,221
338,596,218
339,591,213
340,583,208
341,578,206
342,573,205
343,570,205
344,567,206
345,563,207
346,561,211
347,556,213
348,551,221
349,548,227
350,548,226
351,546,233
352,540,245
353,536,256
354,555,331
356,538,325
369,465,163
380,531,321
381,531,328
382,531,335
383,531,343
384,531,353
385,531,362
386,531,363
387,533,373
388,533,387
