index,x,y
22,660,272
23,648,266
24,628,250
25,617,240
26,606,231
27,603,231
28,592,223
29,581,218
30,568,216
31,560,213
32,552,212
33,550,212
34,541,213
35,533,216
36,523,220
37,516,225
38,511,228
39,511,231
40,503,236
41,496,245
42,488,255
43,483,263
44,476,275
45,476,277
46,470,287
47,466,302
48,456,318
49,452,331
50,467,217
51,467,215
52,471,142
53,476,92
54,482,55
55,487,23
56,490,2
57,490,2
88,561,11
89,563,23
90,566,37
91,567,50
92,568,61
93,568,65
94,571,77
95,571,91
96,573,108
97,557,191
100,542,286
101,536,320
102,530,353
103,526,382
104,522,410
105,522,411
106,518,428
107,545,398
115,648,221
116,653,212
117,655,212
118,628,253
119,641,217
120,672,205
124,636,302
126,623,350
127,616,372
128,611,395
129,611,393
130,606,418
131,601,440
132,596,463
133,592,485
134,591,492
138,626,366
139,631,358
142,646,321
143,650,311
144,653,298
145,660,290
180,603,325
181,602,333
182,600,345
183,600,348
184,600,355
186,598,358
187,610,215
190,627,72
191,633,21
241,736,6
242,736,21
243,736,22
244,736,38
245,736,55
246,738,71
247,738,86
250,686,166
251,665,195
252,647,220
253,635,242
256,608,287
268,620,200
269,636,156
270,648,116
271,658,87
272,668,62
273,670,61
274,678,41
275,686,23
276,695,8
298,778,5
299,781,15
300,785,23
301,786,33
302,788,42
303,788,46
304,791,56
305,793,67
306,796,80
308,756,133
309,753,135
310,736,156
311,720,176
312,705,193
313,693,211
314,681,230
315,683,227
316,855,207
322,627,340
323,622,352
324,616,371
325,611,388
329,580,367
330,568,328
331,556,303
332,548,281
333,547,277
334,538,260
335,532,243
336,526,231
337,521,218
338,516,213
339,516,211
340,510,203
341,507,200
342,503,196
343,501,193
344,497,192
345,496,192
346,493,192
347,491,193
348,490,195
349,487,198
350,486,201
351,486,203
352,486,207
353,483,213
354,481,221
355,481,226
356,481,233
357,481,236
358,478,245
359,477,253
360,470,251
361,467,251
362,465,251
363,463,251
364,462,253
365,460,256
366,457,261
367,456,266
368,453,271
369,453,272
370,451,280
371,451,288
372,448,298
373,447,307
374,446,317
375,447,318
376,446,330
377,441,318
378,446,275
379,446,238
380,446,218
381,446,215
382,448,198
383,451,183
384,451,172
385,451,165
386,451,158
387,451,156
388,453,153
389,453,151
390,453,148
391,456,148
392,456,148
393,457,148
394,458,151
395,461,153
396,461,157
397,463,162
400,591,258
402,701,340
403,705,347
412,856,481
413,871,497
415,907,536
416,920,553
417,923,558
418,936,576
419,948,593
420,955,595
421,963,596
422,970,598
423,972,600
424,978,601
425,985,605
426,990,608
427,996,613
