index,x,y
20,653,303
42,661,310
54,615,278
55,597,280
56,582,282
57,567,285
58,556,286
59,553,287
60,543,286
61,525,293
62,515,298
63,503,306
64,493,313
65,491,316
66,481,323
67,472,333
68,462,345
69,453,356
70,445,367
75,431,332
76,445,267
78,455,215
79,463,171
80,471,133
81,478,103
82,485,80
83,485,76
84,491,55
85,498,33
86,503,17
87,507,5
110,591,6
111,593,13
112,596,23
113,598,26
114,601,35
115,603,48
116,606,60
117,610,71
120,623,136
128,650,293
130,656,332
131,656,335
132,657,356
133,661,376
134,663,397
135,663,416
136,666,437
137,666,441
138,667,458
144,590,167
145,581,136
146,573,110
147,568,88
148,562,70
149,561,68
150,556,51
151,551,38
152,548,27
153,546,18
154,542,11
155,541,8
156,538,6
157,537,3
164,527,2
165,526,5
166,526,7
167,526,8
168,526,13
169,526,20
170,526,28
171,526,37
172,525,45
173,526,47
174,526,55
175,526,66
176,526,76
177,527,87
178,526,98
179,526,100
180,537,165
184,657,340
185,657,340
186,675,372
187,688,398
196,646,248
197,647,245
198,641,225
199,635,211
200,630,198
201,626,188
202,621,181
203,621,178
204,618,175
205,616,171
206,612,166
207,610,165
210,560,256
211,541,291
212,525,326
213,511,358
214,500,383
215,500,383
216,488,411
217,471,393
218,468,353
219,468,328
220,466,310
221,466,307
222,463,292
223,462,277
224,460,271
225,461,258
226,460,253
227,461,251
228,460,248
229,458,246
230,460,247
231,460,246
232,461,246
233,461,247
234,461,248
235,461,251
236,457,252
237,456,251
238,455,250
239,456,250
240,451,252
241,448,258
242,446,263
243,445,268
244,443,273
245,443,276
246,441,283
247,438,291
248,436,301
249,436,311
250,433,323
251,435,326
252,432,338
253,431,351
254,428,361
255,418,328
256,415,305
257,415,303
258,416,286
259,413,275
260,411,265
261,410,257
262,408,252
263,408,248
264,408,245
265,408,243
266,408,241
267,407,241
268,408,242
269,408,243
270,408,243
271,411,247
272,411,251
273,411,253
274,411,258
275,411,261
276,412,266
277,413,271
278,413,278
279,416,286
282,418,296
283,416,287
284,417,287
285,416,287
286,416,285
287,415,285
288,416,286
289,416,285
290,415,292
291,415,292
292,416,293
293,415,295
294,413,296
295,412,295
296,413,296
297,412,296
298,413,297
299,412,297
