index,x,y
3,616,327
4,616,313
5,616,311
6,617,302
7,620,292
14,640,268
15,641,271
16,641,271
17,638,291
18,633,306
19,632,325
20,628,343
21,628,357
22,628,360
23,626,377
24,626,393
26,615,367
48,538,291
49,525,301
50,511,312
51,503,322
52,498,325
53,488,335
54,477,347
55,468,360
56,461,372
57,467,335
58,470,327
59,483,295
60,491,263
61,500,240
62,506,222
63,511,211
64,512,208
65,517,198
66,523,188
67,527,181
68,531,176
69,535,172
70,536,173
71,550,178
72,573,196
73,600,220
74,621,240
75,640,260
76,638,257
80,703,333
81,716,351
82,718,353
83,730,370
84,742,391
85,753,408
86,762,427
87,771,445
88,771,447
89,781,468
