index,x,y
0,613,251
9,687,252
10,701,243
11,715,236
12,727,231
13,737,226
14,738,226
15,748,223
16,758,223
17,768,223
18,776,226
19,783,230
20,785,231
21,792,233
22,801,241
23,808,246
24,816,256
25,821,263
26,821,266
27,828,276
28,833,286
29,838,297
30,823,278
31,816,266
32,816,266
33,808,257
34,802,252
35,797,248
36,795,246
37,793,246
38,791,246
39,788,246
40,786,248
41,785,251
42,781,255
43,781,256
44,780,258
45,777,263
46,776,268
47,738,262
50,676,256
51,650,256
52,627,256
54,587,262
55,571,266
56,568,266
57,551,272
58,523,256
59,505,238
60,487,227
61,477,218
62,475,217
63,466,211
64,457,207
65,450,205
66,445,202
67,440,201
68,438,202
69,435,203
70,431,205
71,427,207
72,425,212
73,423,216
74,421,216
75,420,221
76,418,226
77,416,233
78,416,241
79,413,248
80,413,248
81,412,256
82,411,263
83,411,272
84,412,281
85,410,282
86,408,287
87,407,287
88,407,287
89,406,286
