index,x,y
9,687,270
13,632,310
14,633,300
19,631,295
30,650,273
31,648,273
32,648,273
33,646,277
34,646,280
35,646,283
36,647,287
37,648,297
49,697,221
50,710,192
51,721,168
52,728,148
53,737,133
54,738,131
55,746,120
56,753,106
57,761,97
58,766,91
59,772,83
60,773,83
61,778,78
62,783,76
63,788,73
64,793,73
65,797,73
66,800,73
67,803,76
68,808,78
69,812,81
70,816,86
71,818,90
72,821,92
73,825,98
74,828,105
75,832,113
76,836,121
77,838,131
78,841,132
79,843,138
80,846,151
81,848,161
82,851,172
83,855,185
84,855,186
85,856,197
86,858,208
87,861,221
88,863,235
89,866,250
90,866,248
91,867,261
92,871,276
93,871,282
94,872,281
95,873,278
96,875,277
97,873,277
99,876,276
