index,x,y
22,647,286
23,648,286
24,647,286
25,648,290
26,646,292
27,646,293
28,646,301
41,713,268
42,721,261
43,733,251
44,748,243
46,755,240
47,763,236
48,770,235
49,777,233
50,785,235
51,785,232
52,791,235
53,797,240
54,810,253
55,818,265
56,828,277
57,831,281
58,837,293
59,845,308
60,851,323
61,858,338
62,863,351
63,863,353
64,871,367
65,875,383
66,890,385
67,911,363
68,927,348
69,928,348
70,941,336
71,951,326
72,962,318
73,972,313
74,978,311
75,981,310
76,990,308
77,995,308
78,1001,308
79,1006,311
89,907,486
