index,x,y
10,632,337
11,631,336
12,628,321
13,628,310
30,540,315
31,525,325
32,513,335
33,502,347
34,492,357
35,491,358
36,481,372
37,467,337
38,468,292
39,465,245
40,461,212
41,461,210
42,460,185
43,457,163
44,456,146
45,456,133
46,456,123
47,455,121
48,456,113
49,456,107
50,455,101
51,453,98
52,453,96
53,453,96
54,453,96
55,455,97
57,453,98
60,458,107
61,460,111
62,461,117
63,463,123
64,463,132
65,472,162
66,483,187
67,493,201
69,482,227
70,683,341
71,683,341
76,808,313
77,810,307
78,823,267
79,838,232
80,853,202
81,865,178
82,876,158
83,878,153
84,890,137
85,898,121
86,908,107
87,917,96
88,923,87
89,926,88
90,933,78
91,941,71
92,948,66
93,956,63
94,961,61
95,965,61
96,968,61
97,975,61
98,981,63
99,986,66
100,991,71
101,993,71
102,998,76
103,1003,83
104,1010,91
105,1013,98
106,1017,108
107,1020,111
108,1023,118
109,1028,130
110,1031,141
111,1035,153
112,1036,165
113,1038,167
114,1041,178
115,1046,192
116,1047,206
117,1051,221
