index,x,y
20,615,355
21,615,352
22,616,337
23,618,321
24,617,311
25,616,305
42,670,283
43,678,281
44,683,278
45,688,277
46,696,278
47,707,280
48,716,283
49,723,288
50,731,291
51,735,292
52,742,298
53,751,306
54,758,315
55,768,325
56,773,333
57,776,336
58,781,346
59,788,358
60,796,373
61,801,387
62,805,397
64,811,367
65,813,345
66,816,331
67,818,313
68,818,305
69,820,303
70,820,290
71,821,281
72,821,273
73,821,267
74,822,263
75,823,261
76,823,257
77,826,257
78,826,257
79,827,256
111,633,301
112,625,328
113,623,336
114,623,346
115,626,356
116,626,366
117,623,370
118,623,380
119,625,391
138,637,321
