index,x,y
29,657,287
30,668,283
31,673,283
32,682,282
33,685,280
34,691,283
35,695,285
36,700,288
37,708,296
40,721,311
41,728,320
42,733,330
43,738,338
44,743,348
45,746,351
46,755,340
47,758,312
48,766,292
49,773,276
50,776,266
51,776,263
52,781,251
53,782,245
54,787,238
55,790,236
56,791,233
57,793,232
58,796,231
59,791,251
73,763,246
74,766,228
75,766,228
76,768,213
77,771,201
78,771,193
79,773,186
80,776,178
81,775,178
82,776,178
87,776,197
88,773,201
89,770,203
90,657,370
91,641,402
92,622,440
93,618,443
94,607,471
96,598,428
97,595,436
100,611,358
101,616,336
118,645,305
119,638,332
120,633,362
121,631,385
122,627,401
123,627,402
142,628,308
144,625,333
145,622,370
146,616,408
148,613,446
149,611,478
150,573,202
151,606,538
152,605,551
153,605,553
154,605,556
155,606,561
156,607,570
157,608,576
158,610,583
159,610,583
160,611,596
161,613,606
162,613,616
163,615,618
164,616,622
165,616,625
166,616,630
167,616,633
168,618,636
169,617,641
170,620,645
171,620,646
172,621,647
173,621,648
174,622,651
175,622,651
176,623,651
177,623,651
178,623,652
179,625,652
