index,x,y
20,662,237
21,666,226
22,666,225
23,667,213
24,668,205
25,671,197
26,671,193
27,673,191
28,673,188
29,675,187
30,676,186
31,678,187
32,681,188
33,681,191
34,681,193
35,683,197
36,686,203
37,686,211
38,688,221
39,690,231
40,690,230
41,691,241
42,691,252
43,693,267
49,670,240
70,726,323
71,726,330
72,726,336
73,727,343
74,727,353
75,727,362
76,727,363
77,728,375
78,727,385
79,728,397
80,728,397
81,728,396
82,727,395
83,727,393
84,728,392
85,727,392
86,728,393
87,730,395
88,730,396
89,730,398
