index,x,y
4,698,280
5,711,275
6,725,271
7,732,271
8,735,271
9,743,272
10,753,275
11,766,280
12,776,285
13,785,290
14,787,291
15,795,298
16,803,306
17,813,315
18,821,322
19,831,321
20,828,316
21,831,298
22,833,285
23,835,270
24,836,262
25,836,258
26,836,253
27,838,251
28,838,248
29,841,246
30,842,246
31,843,246
32,843,246
33,843,247
34,846,251
35,846,253
36,846,258
37,847,261
38,848,263
39,848,268
40,851,276
41,846,278
42,813,265
44,773,240
45,767,245
46,748,241
47,730,236
48,713,233
49,698,231
50,698,231
51,685,231
52,670,231
53,657,233
54,643,236
55,632,238
56,630,240
57,617,245
58,607,251
59,598,258
60,590,265
61,581,273
62,578,276
63,568,285
64,558,296
65,551,308
66,543,321
67,536,332
68,533,336
69,527,348
70,540,337
71,558,323
72,571,313
73,577,307
74,583,303
75,591,298
76,603,292
77,611,290
78,622,287
79,628,288
90,615,271
91,610,270
92,607,270
93,600,268
94,591,268
95,583,271
96,577,273
97,570,277
98,568,280
99,565,296
100,615,255
101,633,251
102,647,247
107,666,216
108,655,201
109,636,186
110,638,188
111,628,172
112,617,163
113,608,156
114,601,148
115,593,142
116,588,138
117,581,136
118,573,131
119,566,128
120,560,126
121,553,126
122,551,126
123,543,126
124,536,128
125,530,131
126,525,135
127,518,138
128,515,141
129,510,147
130,503,153
131,497,163
132,491,172
133,486,181
134,486,183
135,481,193
136,476,206
137,471,218
138,468,232
139,463,245
140,463,243
141,461,258
142,457,273
143,455,286
144,451,303
145,448,317
146,447,317
147,445,337
148,443,351
160,435,373
161,435,376
162,436,377
165,435,375
