index,x,y
13,661,268
14,657,265
15,656,261
16,655,260
17,648,261
18,643,261
19,643,266
32,562,256
33,553,250
34,550,247
35,543,243
36,535,240
37,527,235
38,521,235
39,511,241
40,511,240
41,506,248
42,503,256
43,497,263
44,491,273
45,488,283
46,486,286
47,483,296
48,480,306
49,475,320
50,471,331
51,467,343
52,466,347
53,463,361
54,461,376
55,456,393
56,453,408
57,450,412
58,450,412
59,455,366
60,460,332
61,463,312
62,466,292
63,468,276
64,468,275
65,471,265
66,473,253
67,476,246
68,478,241
69,481,236
70,482,236
71,483,233
72,485,232
73,486,233
74,488,232
75,490,233
76,491,235
77,492,237
78,493,240
79,495,243
80,497,235
81,498,230
82,498,227
83,498,226
84,498,226
85,497,226
86,498,227
87,498,231
88,498,231
89,498,236
90,498,238
91,500,245
92,500,251
93,500,257
94,500,261
95,501,270
96,501,278
97,501,288
98,501,301
99,501,315
100,501,316
101,501,328
102,502,341
103,502,356
104,503,373
109,492,258
110,488,201
111,486,158
112,486,155
113,481,112
114,480,80
115,476,51
116,476,26
117,473,7
118,476,6
146,486,6
147,488,16
148,488,17
149,488,28
150,491,41
151,491,53
152,493,68
153,496,81
154,495,81
155,500,113
160,548,278
161,556,308
162,563,333
163,568,358
164,573,383
165,578,407
166,578,408
167,583,427
168,587,455
169,591,478
173,616,237
174,626,182
175,630,143
176,633,108
177,636,82
178,638,78
179,641,56
180,643,36
181,647,17
182,651,5
203,688,5
204,691,12
205,693,21
206,696,32
207,696,41
208,698,45
209,698,53
210,701,66
211,702,78
212,713,101
213,725,135
214,723,133
215,742,167
216,751,188
217,762,216
218,771,238
219,780,258
220,781,258
221,787,281
222,795,300
223,801,321
224,807,341
225,813,361
226,811,361
227,818,381
233,665,223
234,637,196
235,615,172
236,596,153
237,580,138
238,577,135
239,563,125
240,552,116
241,540,106
242,530,101
243,521,96
244,518,96
245,511,93
246,503,91
247,496,91
248,488,91
249,483,95
250,483,93
251,478,96
252,473,101
253,468,106
254,465,110
255,461,116
256,460,117
257,456,123
258,453,131
259,450,141
260,447,148
261,446,156
262,446,160
263,443,168
264,441,178
265,441,191
266,438,202
267,436,211
268,436,215
269,436,225
270,433,237
271,433,250
272,431,261
273,430,272
274,431,276
275,430,282
276,428,281
277,427,278
278,428,277
279,427,277
