rally,ball_round,time,start_frame,end_frame,roundscore_AB,roundscore_CD,player,server,ball_type,backhand,hit_height,hit_x,hit_y,return_height,return_x,return_y,player_A_x,player_A_y,player_B_x,player_B_y,player_C_x,player_C_y,player_D_x,player_D_y,lose_reason,fault_player,score_reason,score_team,flaw,db
1,1,00:05:51,10554,10594,1,0,C,1,發長球,1,2,0,0,2,918,578,725,491,631,534,634,358,659,315,,,,,0,0
1,2,00:05:53,10594,10612,1,0,A,2,平球,0,2,918,578,1,825,322,853,558,653,565,676,361,742,316,,,,,0,0
1,3,00:05:53,10612,10638,1,0,D,2,網前小球,0,1,825,322,2,898,500,828,611,661,563,682,349,794,311,,,,,0,0
1,4,00:05:54,10638,10670,1,0,A,2,挑球,0,2,898,500,1,721,293,837,538,614,537,673,342,764,309,,,,,0,0
1,5,00:05:55,10670,10684,1,0,D,2,殺球,0,1,721,293,2,704,571,818,574,576,562,678,335,712,293,,,,,0,0
1,6,00:05:56,10684,10708,1,0,A,2,挑球,1,2,704,571,1,818,307,825,588,582,582,674,333,706,292,,,,,0,0
1,7,00:05:56,10708,10721,1,0,D,2,殺球,0,1,818,307,2,934,576,801,576,605,565,672,332,742,307,,,,,0,0
1,8,00:05:57,10721,10752,1,0,A,2,網前小球,0,2,934,576,2,470,361,842,580,613,560,676,327,785,318,,,,,0,0
1,9,00:05:58,10752,10784,1,0,C,2,挑球,0,2,470,361,1,419,598,690,598,606,504,557,337,777,331,,,,,0,0
1,10,00:05:59,10784,10796,1,0,A,2,殺球,0,1,419,598,2,673,321,432,606,505,524,528,318,707,323,,,,,0,0
1,11,00:05:59,10796,10817,1,0,D,2,平球,1,2,673,321,1,754,523,369,608,531,529,536,307,703,318,,,,,0,0
1,12,00:06:00,10817,10839,1,0,B,2,網前小球,0,1,754,523,2,856,370,363,596,695,541,580,308,731,313,,,,,0,0
1,13,00:06:01,10839,10878,1,0,D,2,挑球,1,2,856,370,1,589,606,531,580,727,507,606,319,772,345,,,,,0,0
1,14,00:06:02,10878,10890,1,0,A,2,殺球,0,1,589,606,2,802,333,532,615,608,516,576,314,738,325,,,,,0,0
1,15,00:06:03,10890,10919,1,0,D,3,網前小球,1,2,802,333,2,775,411,545,621,620,520,560,311,732,324,掛網,D,對手掛網,AB,0,0
2,1,00:06:17,11317,11345,1,1,B,1,發短球,1,2,0,0,1,659,380,664,561,628,491,644,317,730,353,,,,,0,0
2,2,00:06:18,11345,11356,1,1,D,2,網前小球,0,1,659,380,2,675,472,660,557,633,482,644,315,731,358,,,,,0,0
2,3,00:06:18,11356,11373,1,1,B,2,推撲球,0,2,675,472,1,553,324,643,553,639,484,644,321,702,378,,,,,0,0
2,4,00:06:19,11373,11396,1,1,C,2,網前小球,0,1,553,324,2,716,491,633,555,555,506,614,325,674,376,,,,,0,0
2,5,00:06:19,11396,11418,1,1,A,2,挑球,1,2,716,491,1,540,306,736,523,538,505,630,315,682,358,,,,,0,0
2,6,00:06:20,11418,11443,1,1,D,2,切球,0,1,540,306,2,667,467,722,541,540,548,609,308,640,347,,,,,0,0
2,7,00:06:21,11443,11495,1,1,A,2,挑球,1,2,667,467,1,753,281,678,513,555,517,571,302,646,355,,,,,0,0
2,8,00:06:23,11495,11508,1,1,C,2,殺球,0,1,753,281,2,832,549,823,563,600,550,750,280,681,340,,,,,0,0
2,9,00:06:23,11508,11540,1,1,A,2,平球,1,2,832,549,2,493,297,851,573,603,551,759,291,681,345,,,,,0,0
2,10,00:06:24,11540,11570,1,1,C,2,切球,0,2,493,297,2,836,463,711,556,501,546,569,298,641,344,,,,,0,0
2,11,00:06:25,11570,11590,1,1,A,2,挑球,0,2,836,463,1,793,347,748,494,513,531,542,289,682,350,,,,,0,0
2,12,00:06:26,11590,11599,1,1,D,2,推撲球,1,1,793,347,2,745,517,779,519,626,547,693,298,733,362,,,,,0,0
2,13,00:06:26,11599,11621,1,1,A,2,平球,1,2,745,517,1,567,328,790,539,613,546,746,319,792,359,,,,,0,0
2,14,00:06:27,11621,11635,1,1,C,2,平球,0,1,567,328,2,644,527,812,559,583,531,676,327,800,359,,,,,0,0
2,15,00:06:27,11635,11660,1,1,B,2,挑球,0,2,644,527,1,697,304,742,553,522,536,574,340,754,349,,,,,0,0
2,16,00:06:28,11660,11674,1,1,D,2,殺球,0,1,697,304,2,486,550,725,553,515,543,616,346,701,302,,,,,0,0
2,17,00:06:29,11674,11702,1,1,B,2,挑球,1,2,486,550,1,482,296,753,562,528,564,632,338,665,290,,,,,0,0
2,18,00:06:30,11702,11714,1,1,D,2,殺球,0,1,482,296,2,511,520,700,561,494,555,588,322,553,292,,,,,0,0
2,19,00:06:30,11714,11736,1,1,B,2,網前小球,1,2,511,520,2,567,357,695,551,513,543,597,322,494,294,,,,,0,0
2,20,00:06:31,11736,11744,1,1,C,2,推撲球,0,2,567,357,2,731,478,641,572,614,500,586,337,516,307,,,,,0,0
2,21,00:06:31,11744,11760,1,1,B,2,推撲球,0,2,731,478,2,727,306,601,577,668,480,590,343,559,314,,,,,0,0
2,22,00:06:32,11760,11771,1,1,D,2,平球,1,2,727,306,1,825,480,666,575,733,477,646,351,646,308,,,,,0,0
2,23,00:06:32,11771,11790,1,1,B,2,推撲球,0,1,825,480,2,717,325,696,582,766,486,643,353,704,315,,,,,0,0
2,24,00:06:33,11790,11819,1,1,D,2,挑球,0,2,717,325,1,630,577,689,572,753,504,611,343,790,320,,,,,0,0
2,25,00:06:33,11819,11845,1,1,A,3,殺球,0,1,630,577,2,668,422,667,583,706,522,598,346,749,315,掛網,A,對手掛網,CD,0,0
3,1,00:07:03,12714,12737,2,1,D,1,發短球,1,2,0,0,2,598,466,674,538,556,489,630,313,664,356,,,,,0,0
3,2,00:07:04,12737,12756,2,1,B,2,網前小球,1,2,598,466,2,835,351,672,543,561,479,632,316,648,358,,,,,0,0
3,3,00:07:05,12756,12784,2,1,C,2,網前小球,1,2,835,351,2,914,536,687,549,641,464,740,342,706,374,,,,,0,0
3,4,00:07:06,12784,12803,2,1,A,2,平球,0,2,914,536,1,642,307,815,555,704,484,752,321,665,358,,,,,0,0
3,5,00:07:06,12803,12828,2,1,C,2,網前小球,0,1,642,307,2,852,472,748,548,615,506,699,304,571,343,,,,,0,0
3,6,00:07:07,12828,12866,2,1,A,2,挑球,0,2,852,472,1,833,292,786,507,623,502,698,298,641,355,,,,,0,0
3,7,00:07:08,12866,12878,2,1,C,2,殺球,0,1,833,292,2,933,561,850,567,626,556,830,289,715,333,,,,,0,0
3,8,00:07:09,12878,12900,2,1,A,2,平球,1,2,933,561,1,570,349,874,570,623,560,849,291,693,338,,,,,0,0
3,9,00:07:10,12900,12912,2,1,D,2,推撲球,0,1,570,349,1,717,539,805,548,581,556,786,304,625,337,,,,,0,0
3,10,00:07:10,12912,12925,2,1,A,2,平球,1,1,717,539,2,697,315,795,549,567,564,744,309,569,334,,,,,0,0
3,11,00:07:10,12925,12954,2,1,C,2,挑球,0,2,697,315,1,783,573,757,535,569,551,722,311,550,326,,,,,0,0
3,12,00:07:11,12954,12964,2,1,A,2,殺球,0,1,783,573,2,583,318,719,570,613,505,731,307,575,314,,,,,0,0
3,13,00:07:12,12964,12976,2,1,D,2,平球,1,2,583,318,1,689,478,756,592,645,489,729,304,557,304,,,,,0,0
3,14,00:07:12,12976,12986,2,1,B,2,推撲球,0,1,689,478,2,552,308,650,586,633,484,714,302,549,300,,,,,0,0
3,15,00:07:12,12986,13017,2,1,D,3,平球,1,2,552,308,2,525,411,601,571,642,487,690,317,559,302,掛網,D,對手掛網,AB,0,0
4,1,00:07:28,13446,13459,3,1,A,1,發短球,1,2,0,0,1,626,377,665,484,625,550,569,353,638,325,,,,,0,0
4,2,00:07:28,13459,13474,3,1,C,2,推撲球,1,1,626,377,2,425,548,650,477,621,548,585,364,636,326,,,,,0,0
4,3,00:07:29,13474,13517,3,1,B,2,挑球,1,2,425,548,1,712,289,650,478,588,546,584,377,637,325,,,,,0,0
4,4,00:07:30,13517,13527,3,1,D,2,殺球,0,1,712,289,2,815,569,785,567,558,554,659,351,700,288,,,,,0,0
4,5,00:07:30,13527,13549,3,1,A,2,平球,1,2,815,569,1,717,308,816,578,572,565,664,340,723,288,,,,,0,0
4,6,00:07:31,13549,13574,3,1,D,2,網前小球,0,1,717,308,2,841,468,815,562,581,571,656,335,780,304,,,,,0,0
4,7,00:07:32,13574,13618,3,1,A,2,挑球,0,2,841,468,1,825,288,774,494,605,545,648,343,706,306,,,,,0,0
4,8,00:07:33,13618,13644,3,1,D,2,切球,0,1,825,288,2,740,468,836,563,617,549,677,332,818,289,,,,,0,0
4,9,00:07:34,13644,13687,3,1,A,2,挑球,1,2,740,468,1,816,288,780,514,608,540,660,321,790,293,,,,,0,0
4,10,00:07:36,13687,13699,3,1,D,2,殺球,0,1,816,288,2,735,539,809,557,605,553,673,328,818,287,,,,,0,0
4,11,00:07:36,13699,13728,3,1,A,2,網前小球,1,2,735,539,2,755,368,824,563,600,548,673,330,820,286,,,,,0,0
4,12,00:07:37,13728,13766,3,1,C,2,挑球,1,2,755,368,1,869,608,765,534,598,553,709,345,771,309,,,,,0,0
4,13,00:07:38,13766,13790,3,1,A,2,切球,0,1,869,608,2,651,368,787,618,646,538,752,320,591,318,,,,,0,0
4,14,00:07:39,13790,13830,3,1,D,2,挑球,1,2,651,368,1,888,601,730,618,664,505,743,326,554,338,,,,,0,0
4,15,00:07:41,13830,13858,3,1,A,3,切球,0,1,888,601,2,440,371,818,616,721,513,747,309,572,320,對手落地致勝,D,落地致勝,AB,0,0
5,1,00:08:07,14638,14665,3,2,A,1,發短球,1,2,0,0,2,690,370,621,485,661,539,638,315,733,350,,,,,0,0
5,2,00:08:08,14665,14683,3,2,D,2,網前小球,1,2,690,370,2,490,501,625,471,653,547,646,318,713,365,,,,,0,0
5,3,00:08:09,14683,14705,3,2,B,2,平球,1,2,490,501,1,470,301,652,475,531,523,638,307,626,365,,,,,0,0
5,4,00:08:10,14705,14734,3,2,C,2,網前小球,0,1,470,301,2,406,453,695,527,465,528,569,308,603,355,,,,,0,0
5,5,00:08:11,14734,14804,3,2,B,3,挑球,1,2,406,453,2,710,272,655,555,473,479,569,299,594,349,出界,B,對手出界,CD,0,0
6,1,00:08:28,15245,15278,4,2,C,3,發短球,1,2,0,0,2,752,461,616,528,709,497,638,354,661,319,出界,C,對手出界,AB,0,0
7,1,00:08:39,15584,15623,4,3,B,1,發短球,1,2,0,0,1,628,379,627,550,660,486,569,349,637,325,,,,,0,0
7,2,00:08:40,15623,15642,4,3,C,2,網前小球,1,1,628,379,2,474,516,618,553,652,483,577,360,639,328,,,,,0,0
7,3,00:08:41,15642,15652,4,3,A,2,平球,1,2,474,516,1,664,372,528,540,609,473,625,368,637,321,,,,,0,0
7,4,00:08:41,15652,15676,4,3,C,3,推撲球,0,1,664,372,2,684,608,493,539,653,485,666,362,646,318,對手落地致勝,A,落地致勝,CD,0,0
8,1,00:08:54,16033,16052,5,3,D,1,發短球,1,2,0,0,2,639,445,537,492,652,527,630,313,658,354,,,,,0,0
8,2,00:08:55,16052,16062,5,3,A,2,網前小球,0,2,639,445,1,642,372,552,473,646,529,634,316,636,360,,,,,0,0
8,3,00:08:55,16062,16079,5,3,D,2,網前小球,0,1,642,372,2,773,499,565,454,640,535,649,321,626,364,,,,,0,0
8,4,00:08:55,16079,16094,5,3,B,2,平球,0,2,773,499,1,794,310,561,464,684,526,653,320,656,360,,,,,0,0
8,5,00:08:56,16094,16115,5,3,C,2,網前小球,1,1,794,310,2,639,474,534,502,725,531,684,314,673,360,,,,,0,0
8,6,00:08:57,16115,16135,5,3,B,2,網前小球,1,2,639,474,2,707,393,559,534,745,499,734,316,670,356,,,,,0,0
8,7,00:08:57,16135,16149,5,3,D,2,網前小球,1,2,707,393,1,547,461,592,557,650,464,670,304,674,360,,,,,0,0
8,8,00:08:58,16149,16159,5,3,B,3,推撲球,0,1,547,461,2,539,323,581,581,615,462,657,310,703,360,對手落地致勝,D,落地致勝,AB,0,0
9,1,00:09:12,16578,16603,6,3,A,1,發短球,1,2,0,0,1,676,378,624,482,662,545,640,315,727,351,,,,,0,0
9,2,00:09:13,16603,16616,6,3,D,2,網前小球,0,1,676,378,2,683,515,617,474,665,542,642,316,712,366,,,,,0,0
9,3,00:09:13,16616,16632,6,3,B,2,平球,0,2,683,515,1,555,376,607,486,645,538,640,318,684,387,,,,,0,0
9,4,00:09:14,16632,16648,6,3,D,3,推撲球,0,1,555,376,2,499,397,547,509,637,533,617,318,656,372,掛網,D,對手掛網,AB,0,0
10,1,00:09:27,17032,17051,7,3,A,1,發短球,1,2,0,0,2,636,392,662,485,625,551,566,349,637,324,,,,,0,0
10,2,00:09:28,17051,17064,7,3,C,2,網前小球,1,2,636,392,2,678,454,651,467,625,546,579,360,637,321,,,,,0,0
10,3,00:09:28,17064,17086,7,3,A,2,推撲球,0,2,678,454,1,586,321,624,469,649,537,612,382,642,324,,,,,0,0
10,4,00:09:29,17086,17086,7,3,C,3,推撲球,0,1,586,321,2,415,534,614,467,658,533,620,375,643,321,犯規,C,對手犯規,AB,0,0
11,1,00:09:46,17596,17646,7,4,A,3,發長球,1,2,0,0,2,894,296,625,483,658,544,643,315,725,350,出界,A,對手出界,CD,0,0
