index,x,y
26,625,340
27,625,326
28,623,315
29,622,306
30,622,298
31,622,296
32,623,291
33,625,290
34,625,286
35,623,286
37,625,285
38,625,285
39,617,285
40,590,290
41,586,290
42,582,295
43,572,293
44,565,300
45,552,306
46,541,313
47,530,323
48,525,331
49,523,332
50,513,343
51,505,356
52,496,370
53,488,382
54,483,395
55,481,396
56,476,411
57,470,426
58,511,360
59,555,300
61,605,231
62,603,240
63,622,218
64,640,202
65,653,191
66,661,190
67,663,192
76,702,166
80,678,410
81,681,432
82,681,451
83,681,472
84,681,492
85,682,510
86,680,508
87,683,548
88,686,560
89,685,581
90,685,602
91,686,597
92,687,596
93,690,593
94,691,592
95,692,592
96,692,592
97,692,592
98,692,595
99,693,596
100,696,601
101,698,607
102,701,613
103,701,615
104,703,613
105,705,613
106,706,613
107,707,613
108,710,613
109,711,613
