index,x,y
26,652,288
50,700,303
51,701,303
52,701,306
53,703,311
54,706,321
55,707,331
56,708,340
60,658,166
61,646,126
62,636,92
63,627,63
64,625,62
65,618,35
66,611,15
93,491,12
94,491,13
95,486,32
96,483,52
97,478,73
98,476,95
99,473,118
100,475,118
101,472,141
102,470,165
103,468,188
104,466,212
105,465,237
106,465,236
107,463,258
108,461,285
109,462,311
110,445,391
114,596,275
115,606,273
116,616,275
117,622,278
118,626,278
119,632,278
120,637,281
122,650,288
125,601,248
126,581,232
127,565,220
128,550,210
129,537,201
130,538,201
131,526,196
132,515,192
133,506,188
134,497,188
135,490,188
136,486,188
137,481,191
138,473,192
139,467,196
140,461,201
141,456,208
142,453,211
143,447,217
144,442,226
145,436,236
146,431,248
147,428,258
148,426,261
149,421,275
150,418,288
153,601,257
155,628,253
156,648,252
157,666,252
170,691,181
171,690,178
172,690,178
173,688,180
174,688,182
175,688,183
176,690,188
177,690,191
178,691,193
179,691,198
180,690,207
181,691,217
182,690,227
183,691,237
184,690,240
185,690,251
186,688,265
187,686,282
188,686,293
190,685,302
191,683,311
192,683,323
193,683,336
194,686,351
195,685,362
196,685,365
197,686,378
198,687,395
