index,x,y
24,590,247
25,588,245
26,570,228
27,555,216
28,541,203
29,528,193
30,521,188
31,518,188
32,510,185
33,501,180
34,495,178
35,487,178
36,483,178
37,480,178
38,476,181
39,471,182
40,466,186
41,463,188
42,461,192
43,460,195
44,457,198
45,453,206
46,451,213
47,448,222
48,446,227
49,446,230
50,445,238
51,441,247
52,441,257
53,433,263
54,422,262
55,420,262
56,411,261
57,403,263
58,396,266
59,391,271
60,386,273
61,386,273
62,381,277
63,376,283
64,372,291
65,368,298
66,366,306
67,363,308
68,361,316
69,357,326
70,353,338
71,351,350
72,348,362
73,350,365
74,346,377
75,343,391
76,341,406
77,345,405
78,361,366
79,362,366
80,375,337
81,385,321
82,392,306
83,401,295
84,406,286
85,408,282
86,415,276
87,421,271
88,427,266
89,431,266
90,440,262
91,440,262
92,442,261
93,448,263
100,471,282
102,466,276
103,466,272
104,465,271
105,466,268
106,466,267
107,461,265
108,457,266
109,455,267
110,451,268
111,447,271
112,443,276
113,441,281
114,441,287
115,440,291
116,437,298
117,436,306
118,435,317
119,433,328
124,426,382
125,425,393
130,512,322
131,535,308
132,551,301
148,721,288
149,720,283
153,730,278
154,730,278
155,730,278
156,728,280
157,728,281
158,730,286
159,730,291
163,740,323
164,741,327
165,741,335
166,742,347
167,743,358
168,742,368
169,741,371
174,675,126
175,673,126
176,660,75
177,648,31
178,640,3
222,536,5
223,537,5
224,536,20
225,536,36
226,537,51
227,538,68
228,538,82
229,538,83
230,538,98
234,607,331
236,616,368
237,625,400
238,635,438
239,643,467
240,651,492
241,651,495
242,658,523
243,663,552
244,671,578
245,673,585
246,678,588
247,680,591
248,685,595
249,690,602
250,696,611
251,701,618
252,706,628
253,706,630
254,711,632
255,716,637
256,718,641
257,722,646
258,726,651
259,726,652
260,733,656
261,736,658
262,736,658
263,741,661
264,743,663
265,746,666
