index,x,y
20,656,287
21,650,286
22,633,268
23,628,267
24,616,253
25,598,241
26,587,231
27,575,223
28,565,218
29,563,217
30,551,211
31,542,208
32,532,206
33,523,207
34,516,208
35,512,208
36,505,211
37,496,215
38,488,221
39,481,227
40,476,233
41,473,236
42,466,243
43,461,253
44,453,265
45,447,277
46,442,288
47,438,293
48,433,308
49,428,323
55,550,308
56,550,316
57,550,328
58,551,338
59,551,340
60,550,351
61,550,362
62,550,373
63,547,386
64,548,398
65,550,401
66,550,416
67,548,418
68,548,417
69,550,417
70,550,412
71,550,412
72,548,411
73,548,411
74,547,412
