index,x,y
8,636,331
9,636,315
10,636,317
11,636,305
12,636,296
13,635,288
14,631,281
15,630,278
16,630,276
17,630,275
18,631,275
19,633,275
50,598,233
52,596,236
54,592,242
55,591,247
56,587,251
57,587,257
58,586,257
60,557,246
61,542,236
62,527,226
63,516,221
64,513,220
65,503,216
66,495,213
67,486,211
68,477,211
69,470,212
70,468,213
71,462,215
72,455,218
73,448,223
74,441,228
75,436,236
76,435,237
77,430,246
78,423,255
79,417,266
80,412,278
81,408,291
82,410,290
83,446,275
84,458,270
86,483,262
88,493,260
89,498,263
90,507,266
91,511,268
92,513,273
93,517,271
95,518,248
96,521,236
97,521,227
98,521,221
99,521,216
100,523,216
101,525,212
102,525,210
103,526,208
104,526,208
105,528,211
106,528,212
107,528,215
108,530,218
109,531,225
110,531,232
111,531,238
112,531,241
113,533,250
114,532,260
115,533,271
116,533,283
117,535,293
118,536,298
119,535,311
120,536,327
121,536,345
122,536,362
123,536,378
124,536,382
125,536,397
126,537,405
