index,x,y
46,693,288
47,693,286
48,702,278
49,715,288
50,726,296
51,737,306
52,746,316
53,750,318
54,757,330
55,767,341
56,776,353
57,785,366
58,793,381
59,793,381
60,801,393
61,800,367
62,797,337
63,795,318
64,796,300
65,797,296
66,796,280
67,796,268
68,795,261
69,796,253
72,796,242
73,795,240
74,796,240
75,801,255
76,805,276
77,806,280
78,816,310
79,821,338
80,828,363
81,833,388
82,838,408
83,838,412
84,843,435
85,846,458
90,811,233
91,806,200
92,801,172
93,798,147
94,796,131
95,796,128
96,793,115
97,791,102
98,791,91
99,788,83
100,787,76
101,787,75
102,786,71
103,786,67
104,786,66
105,785,65
106,783,66
107,783,66
108,783,67
109,783,70
110,782,72
111,781,77
112,781,81
113,782,82
114,781,88
115,782,93
116,783,102
117,783,111
118,783,118
119,782,118
120,791,148
121,797,180
124,816,250
126,822,275
127,826,292
128,830,312
129,833,331
130,836,347
131,836,347
132,836,346
133,843,387
134,846,406
135,846,423
138,833,353
139,827,333
140,826,311
141,823,296
142,821,286
143,821,283
144,817,275
145,815,267
146,813,258
147,811,253
148,810,252
149,811,251
150,810,251
154,803,250
155,805,256
156,807,271
157,811,283
158,815,298
159,816,313
160,820,327
161,820,328
162,821,343
163,823,358
171,657,228
172,650,223
173,648,221
174,640,217
175,628,213
176,620,212
177,613,212
178,608,212
179,606,213
183,586,227
184,587,230
185,588,228
200,658,326
201,663,341
202,666,353
203,666,357
204,668,372
205,672,386
206,676,401
212,607,208
213,596,178
214,587,155
215,586,152
216,578,131
217,571,115
218,566,98
219,561,86
220,556,75
221,555,75
222,551,66
223,546,60
224,543,55
225,538,51
226,537,48
227,536,47
228,533,46
229,531,46
230,528,47
231,526,48
232,526,51
233,526,51
234,523,56
235,523,61
236,521,66
237,521,73
238,521,78
239,521,81
240,520,90
241,518,98
242,518,107
243,516,117
244,490,213
246,478,256
247,465,306
248,456,342
249,448,371
250,443,398
251,443,400
252,437,425
256,453,348
257,452,343
258,460,300
260,476,235
261,481,212
262,486,196
263,486,193
264,491,181
265,496,168
266,498,160
267,503,152
268,506,148
269,506,148
270,510,142
271,512,138
282,587,238
283,596,256
288,627,325
289,637,343
290,646,360
291,651,377
292,656,393
293,657,397
294,662,412
295,668,433
296,672,453
297,673,470
302,696,211
303,701,173
304,701,147
305,702,141
306,705,118
307,706,96
308,711,76
309,712,61
310,713,48
311,715,46
312,716,37
313,718,28
314,721,23
315,721,18
316,723,13
317,726,12
318,728,11
319,728,11
320,731,8
321,732,11
322,735,12
323,736,13
324,737,16
325,741,21
326,741,26
327,743,33
328,746,38
329,746,41
330,746,47
331,748,56
332,751,65
333,753,75
334,756,83
335,756,86
336,756,96
337,758,107
338,765,132
339,778,183
342,808,257
343,818,285
344,826,312
345,833,335
346,841,356
347,842,362
348,847,381
349,853,402
350,858,418
354,847,366
355,841,346
356,836,330
357,833,316
358,830,306
359,830,305
360,827,296
361,826,290
362,822,285
363,821,281
364,820,280
365,818,280
366,817,278
367,816,280
368,815,281
369,813,281
370,810,286
371,811,288
372,811,288
373,812,293
374,818,292
375,821,288
376,826,288
377,830,288
378,833,288
379,837,290
385,857,315
386,862,321
387,866,328
388,868,337
389,868,338
390,872,351
391,873,365
392,875,372
397,808,228
398,803,218
399,800,210
400,795,206
401,795,202
402,792,201
403,788,198
404,786,200
405,777,202
406,753,206
407,752,206
408,730,205
410,688,210
411,673,215
412,660,218
413,656,220
414,643,226
415,631,231
416,621,238
417,610,246
418,602,253
419,601,256
420,592,263
421,583,273
422,573,286
423,568,297
424,561,308
425,558,310
426,553,323
427,546,338
440,697,226
441,666,205
442,646,192
443,643,191
444,625,181
445,607,172
446,593,166
447,580,162
448,570,161
449,567,161
450,556,158
451,547,158
452,536,161
453,528,163
454,520,166
455,516,167
456,510,173
457,501,180
458,493,188
459,486,198
460,481,207
461,480,210
462,473,220
463,466,233
464,461,247
465,456,261
466,451,273
467,451,278
468,446,293
469,441,311
470,438,327
475,667,267
476,691,265
486,832,293
490,796,316
491,796,318
492,796,323
493,793,331
494,793,338
495,793,347
496,792,356
497,792,360
498,791,368
499,791,381
500,791,388
501,791,390
502,791,390
503,792,387
504,792,387
505,792,387
