index,x,y
14,667,281
15,671,280
16,675,276
17,677,275
18,682,273
19,688,273
20,693,278
21,697,282
22,701,287
23,701,288
24,706,293
25,711,301
26,715,308
38,570,230
39,566,226
40,555,225
41,553,223
42,542,226
43,533,227
44,525,228
45,517,232
46,511,236
47,508,237
48,501,242
49,496,248
50,488,256
51,483,263
52,476,271
53,476,272
54,471,283
55,466,295
56,461,310
57,453,326
58,450,335
59,450,337
60,447,351
61,442,365
62,442,338
64,447,298
65,447,297
66,446,300
67,446,305
68,448,311
69,447,317
70,446,328
71,447,330
72,448,337
73,452,351
74,453,363
75,455,372
