index,x,y
51,627,295
52,630,305
53,625,307
70,595,305
71,587,312
72,583,318
73,581,327
79,576,236
80,581,191
81,582,190
82,586,150
83,592,111
84,597,78
85,602,50
86,607,26
87,607,25
88,611,5
116,688,11
117,688,16
118,691,32
119,693,55
120,693,73
121,696,97
122,698,118
123,698,120
124,701,142
125,701,165
126,702,190
127,703,213
128,705,238
136,673,278
137,666,273
138,658,267
139,653,266
140,650,266
141,647,265
142,646,266
143,643,266
144,641,270
145,641,272
146,638,275
147,637,278
148,637,282
149,636,288
150,635,298
151,635,305
152,636,308
153,635,308
154,633,311
157,597,248
158,590,228
159,588,227
160,576,206
161,568,191
162,560,178
163,552,167
164,546,158
165,546,157
167,532,143
168,527,138
169,521,137
170,517,136
171,516,136
172,511,136
173,506,138
174,501,142
175,496,146
176,492,151
177,491,153
178,487,161
179,482,170
180,478,181
181,473,192
182,471,205
183,471,207
184,466,220
185,461,236
186,458,253
187,453,271
188,451,285
189,451,286
190,450,308
191,446,328
192,443,348
194,448,366
195,448,365
196,462,332
197,472,310
198,478,297
220,518,243
221,508,218
222,498,200
223,491,181
224,486,166
225,483,165
226,480,153
227,473,143
228,468,133
229,463,126
230,458,121
231,457,120
232,453,116
233,448,113
234,445,113
235,441,113
236,438,115
237,436,116
238,433,121
239,431,126
240,427,133
241,425,141
242,421,150
243,422,152
244,418,162
245,416,176
246,413,190
247,411,203
248,408,218
249,407,220
250,406,237
251,403,256
252,401,276
253,400,295
254,398,313
255,398,315
256,397,336
257,396,355
259,455,295
262,482,270
280,498,257
281,493,258
282,488,261
283,486,266
284,482,271
285,481,273
286,477,280
287,472,286
288,468,297
289,466,306
290,462,316
291,461,317
292,458,328
293,456,341
294,455,355
295,452,350
296,451,327
297,450,327
298,453,316
299,452,306
300,453,296
301,456,291
302,457,286
303,458,283
304,460,281
305,462,280
306,465,277
307,468,277
340,538,281
341,538,288
344,518,292
