index,x,y
15,680,256
16,695,230
17,707,206
18,718,188
19,718,188
20,731,170
21,742,156
22,751,146
23,761,136
24,767,130
25,770,128
26,777,122
27,785,118
28,791,116
29,798,113
30,806,111
31,806,111
32,811,113
33,817,116
34,823,118
35,828,121
36,833,126
37,836,127
38,838,132
39,843,138
40,848,146
41,853,155
42,857,161
43,858,165
44,862,172
45,866,182
46,871,193
47,873,205
48,876,215
49,876,217
50,881,227
51,883,238
52,886,252
53,888,265
54,891,276
55,891,278
56,892,286
57,895,287
58,896,288
59,898,286
