index,x,y
31,630,315
32,630,302
33,632,295
34,635,290
35,637,286
36,638,286
37,641,282
38,642,281
39,645,281
50,556,277
51,543,280
52,532,283
53,523,287
54,520,288
55,508,296
56,498,303
57,490,311
58,480,321
59,473,330
60,472,327
61,466,337
62,486,291
63,491,270
64,501,248
65,506,237
66,506,235
67,511,226
68,516,220
69,518,216
70,521,213
71,525,212
72,526,211
73,531,211
74,533,212
75,536,210
76,556,231
81,607,321
82,613,338
83,622,356
84,623,357
85,631,372
105,566,318
106,553,333
107,540,347
108,537,352
109,525,366
110,511,382
111,506,396
112,496,411
113,488,426
114,487,427
115,478,445
116,471,463
117,465,481
118,456,503
119,450,521
120,451,521
121,443,542
122,437,563
123,431,586
124,426,608
125,421,632
126,421,632
127,418,640
128,418,636
129,418,631
130,418,628
131,418,628
132,417,631
133,418,631
134,418,635
135,418,638
136,420,642
137,420,646
138,420,648
139,418,648
