index,x,y
22,651,318
24,652,313
25,652,316
26,658,307
27,663,298
28,666,293
29,670,287
42,626,290
43,613,292
44,597,298
45,582,305
46,577,305
47,565,316
48,553,322
49,541,331
50,528,341
51,521,351
52,516,352
53,506,366
54,495,378
55,485,390
56,472,382
57,475,341
58,473,337
59,471,305
60,468,277
61,466,257
62,466,242
63,466,231
64,466,228
65,466,220
66,466,211
67,466,203
68,465,201
69,463,198
79,480,248
80,460,196
81,457,197
82,453,198
83,450,200
84,446,203
85,443,206
86,441,211
87,438,216
88,437,216
89,436,223
90,431,231
91,428,238
92,426,248
93,426,258
94,423,261
95,421,271
96,420,283
97,418,296
98,416,311
99,413,323
100,413,323
101,411,338
102,410,351
103,408,371
104,408,387
105,406,405
106,406,403
108,445,253
109,461,181
110,476,123
111,486,82
112,487,78
113,498,38
114,506,10
155,676,5
156,678,16
157,681,30
158,683,43
159,686,60
160,686,58
161,688,73
162,690,88
163,691,103
164,693,118
165,697,132
166,693,135
167,697,151
168,698,165
169,701,181
170,702,193
189,720,270
190,721,268
191,721,270
192,722,268
