index,x,y
12,635,338
13,635,323
14,633,312
15,633,308
16,633,300
17,632,288
18,632,285
19,632,282
27,562,288
28,562,292
29,543,303
30,520,313
31,502,323
32,488,332
33,485,336
34,470,347
35,457,358
36,445,370
37,432,383
38,421,398
39,418,398
40,455,302
41,485,221
42,506,166
43,522,123
44,535,95
45,537,91
46,548,63
47,558,43
48,568,26
49,577,11
50,585,3
68,670,7
69,670,10
70,676,16
71,678,26
72,682,36
73,686,46
74,690,56
75,691,58
76,693,68
77,696,81
78,700,93
79,703,106
80,706,118
81,706,120
82,708,131
84,748,247
85,761,286
86,773,321
87,775,326
88,783,356
89,793,385
90,798,402
94,786,370
95,771,328
109,787,257
128,805,288
129,805,288
130,811,301
131,813,313
132,818,327
133,821,340
134,826,353
135,827,356
136,830,367
137,833,383
138,836,401
139,840,416
142,832,305
143,826,246
144,823,201
145,821,160
146,818,127
147,817,126
148,816,98
149,813,78
150,813,58
151,811,41
152,811,30
153,811,26
154,811,17
155,810,6
156,808,2
169,810,3
170,810,7
171,811,8
172,811,16
173,811,26
174,811,33
175,811,43
176,811,52
177,811,55
178,811,65
179,813,76
180,813,88
181,813,101
182,815,117
183,815,115
184,811,128
185,806,143
186,797,153
187,792,167
189,866,293
190,781,191
191,777,203
192,773,215
193,770,227
194,766,238
195,766,241
196,763,253
197,761,267
198,757,281
199,753,296
200,752,311
201,751,313
202,751,326
203,748,342
204,746,360
205,743,377
206,742,392
207,741,397
208,738,413
209,737,432
214,748,197
215,753,161
216,756,132
217,758,106
218,760,87
219,761,86
220,762,66
221,763,51
222,766,37
223,768,26
224,771,20
225,771,16
226,772,11
227,775,6
228,776,3
234,786,3
235,787,3
236,788,5
237,790,7
238,791,11
239,793,18
240,796,23
241,796,31
242,798,38
243,798,41
244,801,47
245,801,58
246,803,68
247,806,81
248,806,91
249,806,92
250,808,103
251,808,116
252,810,127
254,776,236
256,766,275
257,758,302
258,751,328
259,746,352
260,741,375
261,741,375
262,737,397
263,732,420
264,727,441
266,725,398
267,732,372
268,732,375
269,733,355
270,732,336
271,733,322
272,735,315
273,736,312
274,737,305
275,738,296
276,738,292
277,738,290
278,741,287
279,742,287
290,752,327
291,753,328
292,753,335
293,756,341
294,760,333
300,788,197
301,793,182
302,798,171
303,798,168
304,803,160
305,808,150
306,811,142
307,815,137
308,818,133
309,818,133
310,822,131
311,825,131
312,828,132
313,831,133
314,833,137
315,833,140
316,836,143
317,838,150
318,841,158
319,841,167
320,843,178
321,843,178
322,846,191
323,846,205
324,847,220
325,848,236
326,848,251
327,850,252
328,851,268
329,851,288
330,851,307
331,851,325
332,831,325
334,793,302
340,710,271
341,700,271
342,692,271
343,686,273
344,680,275
345,676,277
346,673,281
347,668,285
348,666,290
350,660,300
351,660,302
352,657,308
353,653,316
354,651,325
355,650,332
358,682,252
359,695,223
360,708,196
361,718,176
362,726,157
363,728,153
364,737,141
365,746,123
366,753,113
367,761,103
368,766,98
369,768,97
370,776,90
371,783,86
372,790,82
373,796,81
374,801,81
375,803,81
376,808,83
377,813,86
378,818,90
379,823,96
380,828,103
381,828,103
382,833,113
383,838,123
384,841,136
385,846,150
386,848,161
387,848,163
388,851,177
389,856,195
390,858,211
391,861,228
392,861,247
393,863,248
394,866,267
395,866,286
399,711,275
402,611,265
403,590,261
408,523,272
409,537,250
410,503,281
411,501,282
412,493,287
414,476,303
415,471,310
416,466,316
417,463,320
418,458,327
427,486,375
428,502,385
429,502,385
