index,x,y
14,651,283
15,643,271
16,642,271
17,631,248
18,620,237
19,610,225
20,602,216
21,593,207
22,592,206
23,585,201
24,577,197
25,570,195
26,563,192
27,557,192
28,556,192
29,551,193
30,546,196
31,538,201
32,533,205
33,531,208
34,527,211
35,523,218
36,517,228
37,512,238
38,507,251
39,503,263
40,503,261
41,500,276
42,495,291
43,491,306
44,488,322
49,657,257
50,516,366
70,755,315
71,756,325
72,756,336
73,757,348
74,758,363
75,761,376
76,760,382
77,760,391
78,741,365
79,731,347
82,713,316
83,708,302
84,700,295
85,693,288
86,687,285
87,682,280
88,681,277
89,677,278
90,673,277
91,668,277
92,667,280
93,662,280
94,661,281
95,658,283
96,655,288
98,650,297
99,646,306
100,647,310
102,660,282
103,673,236
104,683,202
105,695,175
106,695,172
107,705,152
108,717,125
109,725,106
110,732,90
111,740,77
112,741,75
113,748,63
114,756,52
115,763,46
116,770,38
117,775,35
118,777,33
119,782,31
120,790,28
121,795,28
122,800,30
123,806,31
124,807,33
125,812,37
126,816,43
127,821,51
128,826,61
129,831,71
130,831,72
131,833,83
132,838,98
133,841,112
134,845,127
135,847,143
136,847,143
137,851,161
138,853,178
139,856,198
140,858,217
141,861,237
142,861,240
143,862,258
144,866,281
145,867,302
146,867,323
147,871,342
148,868,346
149,856,341
150,833,310
173,713,286
175,716,301
179,670,215
180,655,173
181,640,140
182,628,110
183,617,85
184,615,81
185,606,61
186,597,43
187,588,26
188,581,13
189,573,5
190,573,3
206,488,11
207,485,21
208,485,22
209,481,35
210,476,51
211,471,67
212,467,85
213,465,101
214,463,103
215,461,121
216,456,143
217,455,163
218,451,186
219,450,207
220,448,206
221,448,228
222,446,250
223,443,273
224,445,296
225,441,317
226,442,316
227,441,340
241,561,200
242,586,176
243,608,156
244,610,152
245,630,138
246,647,125
247,663,113
248,676,106
249,691,100
250,690,98
251,702,93
252,715,91
253,726,88
254,737,88
255,746,88
256,748,90
257,758,91
258,768,96
259,776,100
260,786,106
261,793,112
262,796,115
263,803,123
264,811,133
265,818,145
266,826,158
267,831,170
268,832,172
269,838,186
270,843,201
271,850,216
272,856,235
273,860,251
274,861,252
275,865,270
276,868,290
277,873,310
278,877,332
279,881,353
280,881,352
281,883,373
285,796,288
300,752,263
302,777,301
303,786,320
304,786,322
305,793,338
306,801,356
307,808,372
308,816,391
310,812,370
311,801,286
312,791,246
313,786,213
314,781,186
315,776,167
316,776,166
317,772,150
318,768,137
319,767,126
320,763,118
321,763,112
322,762,111
323,761,107
324,760,105
325,758,105
326,758,103
327,756,103
328,756,103
329,753,106
330,753,108
331,753,112
332,752,117
333,751,121
334,751,123
335,750,128
336,698,186
341,583,321
342,567,342
343,551,363
344,538,385
345,533,350
346,533,338
347,531,301
348,531,272
349,531,248
350,531,233
351,531,222
352,531,221
353,531,211
354,531,203
355,531,197
356,532,193
357,532,191
358,532,191
359,532,191
360,532,190
361,533,192
362,528,167
365,518,126
366,516,112
367,516,101
368,513,91
369,513,86
370,513,85
371,511,81
372,511,78
373,511,76
374,511,76
375,511,76
376,511,78
377,511,81
378,511,83
379,512,88
380,512,96
381,512,103
382,512,105
383,513,112
384,513,123
385,513,136
386,516,150
387,516,161
388,516,165
389,516,178
390,516,193
392,515,230
393,516,248
394,517,247
395,517,266
397,517,308
398,520,328
399,520,370
400,518,350
401,522,365
402,533,338
408,571,258
409,577,253
410,581,248
411,586,247
412,587,247
413,588,246
414,593,246
415,596,248
416,598,251
417,601,253
418,603,256
419,605,260
420,608,266
421,611,272
422,613,280
423,616,286
424,616,287
425,617,293
426,621,303
427,622,312
428,623,321
429,626,333
430,626,331
432,657,258
433,668,228
434,681,202
435,691,182
436,693,178
437,701,158
438,712,147
439,720,128
440,728,118
441,736,108
442,737,106
443,745,98
444,751,92
445,758,88
446,763,86
447,771,83
448,772,83
449,778,83
450,785,83
451,790,88
452,796,91
453,801,96
454,801,98
455,806,105
456,811,113
457,816,125
458,821,136
459,826,148
460,826,148
461,828,161
462,833,177
463,836,192
464,838,208
465,841,226
466,842,227
467,846,246
468,848,263
469,851,285
470,853,305
471,855,323
472,856,328
473,857,347
474,857,366
476,805,313
485,730,260
486,722,261
487,716,263
488,711,266
489,708,268
490,708,267
491,706,272
492,702,276
493,698,282
494,696,288
495,696,292
496,693,296
497,691,303
498,691,313
499,687,322
500,685,331
501,681,340
503,671,251
504,667,205
505,658,160
506,656,123
507,653,97
508,652,96
509,648,71
510,645,47
511,642,27
512,641,8
534,613,5
535,612,18
536,611,33
537,608,46
538,608,50
539,608,65
540,607,82
541,606,101
542,606,121
543,606,138
544,605,141
545,606,161
546,606,183
547,606,205
548,606,227
549,606,248
550,606,247
552,605,288
557,747,265
558,758,266
559,770,263
566,810,262
567,811,247
568,811,243
569,811,231
570,813,221
571,813,212
572,816,207
573,816,203
574,816,202
575,816,201
576,817,201
577,820,201
578,820,201
579,821,203
580,821,203
581,822,206
582,823,211
583,823,218
584,825,226
585,826,233
586,825,237
587,826,246
588,826,256
589,826,270
590,821,326
591,765,258
592,761,258
593,738,252
594,721,250
595,706,246
596,692,246
597,686,247
598,682,248
599,676,250
600,668,253
601,662,256
602,657,260
603,655,263
604,653,266
605,648,270
606,642,262
608,638,290
610,635,298
611,633,306
613,617,247
614,606,205
615,596,173
616,595,171
617,587,143
618,581,116
619,576,96
620,568,76
621,566,62
622,565,60
623,561,46
624,556,36
625,552,25
626,548,18
627,548,13
628,546,11
629,543,7
630,540,5
631,538,5
632,536,5
633,533,5
634,531,5
635,528,8
636,526,13
637,523,20
638,521,27
639,518,36
640,518,36
641,516,47
642,513,58
643,511,71
644,508,86
645,508,101
646,507,103
647,506,118
648,503,137
649,502,155
650,501,173
651,500,193
652,501,193
653,498,215
660,496,342
661,497,318
675,558,222
677,581,208
678,603,196
679,621,186
680,640,178
681,652,173
682,656,172
683,671,168
684,685,166
685,696,166
686,710,166
687,718,168
688,722,168
689,732,171
690,742,176
691,753,181
692,763,188
693,772,196
694,773,198
695,782,207
696,791,218
697,798,231
698,806,243
699,813,256
700,813,256
701,821,271
702,827,287
703,833,303
704,838,322
705,846,341
706,845,342
707,850,358
708,856,380
709,861,400
710,813,378
714,678,291
715,651,278
716,631,267
720,576,245
721,565,242
722,552,241
723,543,241
724,538,241
725,531,243
726,523,245
727,516,248
728,508,251
729,503,257
730,505,256
731,500,263
732,496,271
733,490,276
734,486,285
735,483,290
736,481,293
737,478,303
738,476,313
739,473,323
740,471,333
741,470,335
744,461,250
745,458,220
746,458,196
747,456,178
748,457,175
749,456,158
750,455,143
751,456,132
752,455,122
753,456,113
754,455,111
755,455,105
756,456,101
757,456,96
758,457,95
759,456,95
760,456,95
761,456,97
762,456,98
763,456,102
764,456,108
765,456,116
766,456,118
767,457,126
768,458,136
769,458,147
770,458,160
771,460,173
772,458,175
773,460,190
774,461,208
775,461,226
776,461,246
777,461,260
778,462,262
779,461,281
780,463,305
781,463,325
782,465,346
783,466,368
784,466,366
785,461,337
786,457,307
787,456,293
788,458,281
789,458,275
790,457,271
791,457,268
792,458,267
793,460,265
794,460,265
795,461,263
796,461,265
797,462,266
798,463,268
799,463,271
800,466,278
810,556,211
811,568,202
812,577,198
813,587,192
814,591,191
815,601,190
816,611,188
817,620,188
818,628,191
819,636,193
820,636,195
821,645,198
822,652,203
823,660,211
824,667,221
825,673,228
826,675,230
827,682,241
828,686,251
833,711,311
834,713,325
835,717,345
836,711,343
840,658,278
841,650,267
842,641,257
843,636,252
844,633,251
845,627,247
846,621,245
847,617,246
848,613,246
849,611,246
850,611,246
851,607,248
852,606,253
853,605,256
854,602,261
855,602,265
856,600,268
857,600,276
865,576,200
866,571,155
867,566,122
868,566,120
869,562,90
870,557,61
871,556,38
872,553,17
873,551,5
874,550,3
895,530,5
896,531,17
897,528,30
898,528,32
899,528,47
900,528,66
901,528,83
902,528,103
903,528,123
904,528,123
905,530,145
906,528,167
907,528,190
908,527,211
909,527,235
915,530,350
916,530,348
917,530,370
918,517,332
924,496,268
925,496,265
926,495,265
927,495,265
928,496,265
930,495,267
931,495,271
932,493,273
935,495,281
937,570,231
938,586,225
939,610,212
940,608,211
941,630,201
942,650,193
943,668,186
944,685,183
945,698,180
946,702,181
947,718,178
948,731,178
949,743,181
950,757,181
951,767,186
952,771,186
953,782,192
954,793,198
955,803,207
956,815,217
957,823,226
958,826,228
959,833,237
960,843,251
961,851,263
962,860,280
963,867,293
964,867,295
965,875,311
966,881,328
967,886,347
968,893,366
969,901,388
970,900,387
971,905,403
972,858,382
978,660,261
979,640,253
980,618,247
981,603,238
983,592,236
984,581,235
985,570,236
986,560,238
987,552,240
988,550,241
989,542,243
990,533,247
991,528,252
992,523,258
993,517,263
