index,x,y
26,648,288
30,611,243
31,601,233
32,591,226
33,581,218
34,573,213
35,570,213
36,563,211
37,556,208
38,548,208
39,541,208
40,536,211
41,533,211
42,527,215
43,521,220
44,513,226
45,508,233
46,503,240
47,501,241
48,496,252
49,491,262
50,486,273
51,481,286
52,476,298
53,473,302
54,471,316
55,466,331
56,461,347
57,510,307
60,558,267
61,570,258
62,585,251
63,596,247
64,602,243
65,602,242
66,610,242
74,635,257
75,635,262
76,635,267
77,636,270
78,636,278
79,638,287
80,662,263
82,641,316
83,645,318
84,643,328
85,642,338
86,645,352
87,646,366
88,648,378
89,648,380
90,651,393
91,651,410
92,652,426
93,652,443
99,705,191
100,712,162
101,712,161
102,718,137
103,723,116
104,728,101
105,733,85
106,736,76
107,738,72
108,741,63
109,746,56
110,750,48
111,752,43
112,756,41
113,758,38
114,761,37
115,763,36
116,766,36
117,770,37
118,772,38
119,773,41
120,776,43
121,778,48
122,783,52
123,786,58
124,788,63
125,788,66
126,791,73
127,795,81
128,796,91
129,798,101
132,763,198
133,746,232
136,700,346
137,700,350
138,687,378
139,678,405
140,668,433
141,662,460
142,653,482
143,653,483
150,698,171
151,702,146
152,706,125
153,711,106
154,713,93
155,716,91
156,718,80
157,721,68
158,723,61
159,727,55
160,728,50
161,731,48
162,732,47
163,735,43
164,737,43
165,740,43
166,741,43
167,743,46
168,746,47
169,748,51
170,751,55
171,753,60
172,755,65
173,756,67
174,757,72
175,761,81
176,763,91
177,765,100
178,765,106
179,765,108
182,757,303
183,757,342
184,756,376
185,756,377
186,757,408
194,753,588
195,756,591
196,756,591
197,755,592
198,758,596
199,762,605
200,765,612
201,767,620
202,768,627
203,770,630
204,772,636
205,776,640
206,776,642
207,777,646
208,778,648
209,780,650
210,783,653
211,785,656
212,785,657
213,786,656
214,787,658
215,788,658
216,788,660
217,788,661
