index,x,y
17,620,351
18,618,328
19,617,316
20,616,315
21,616,303
22,616,296
23,616,288
24,616,285
25,616,281
26,615,280
27,615,280
28,615,277
36,550,293
37,542,301
38,537,302
39,528,310
40,516,318
41,507,326
42,501,336
43,491,308
44,490,305
45,478,281
46,475,265
47,468,251
48,463,241
49,461,235
50,460,233
51,458,230
52,457,227
53,456,226
54,456,226
55,453,226
56,453,226
57,452,227
58,452,230
59,451,232
60,451,236
61,451,241
62,451,242
63,452,246
64,452,252
65,453,258
66,453,267
67,453,273
68,453,276
69,453,280
70,453,273
71,452,272
72,452,271
73,453,271
74,453,270
92,453,278
