index,x,y
12,652,325
13,658,316
14,661,305
15,662,298
16,663,296
17,668,291
18,673,287
19,678,285
30,610,302
31,598,308
32,590,316
33,581,323
34,580,327
35,571,336
36,563,346
37,552,358
38,543,368
39,536,380
44,521,313
45,525,252
46,525,248
47,527,206
48,531,171
49,533,141
50,536,116
51,536,97
52,537,95
53,540,76
54,541,62
55,543,48
56,546,40
57,547,32
58,547,30
59,550,23
60,551,17
61,553,13
62,556,11
63,557,8
64,558,8
65,560,8
66,562,10
67,565,11
68,567,15
69,570,20
70,571,21
71,572,26
72,576,31
73,577,36
74,580,45
75,581,51
76,582,53
77,583,62
78,586,71
79,588,83
80,591,95
81,592,103
82,592,105
84,658,226
85,680,266
86,702,302
87,716,331
89,731,360
90,741,381
93,782,357
95,796,307
96,810,265
97,818,231
98,828,206
99,836,186
100,836,186
101,843,170
102,848,156
103,853,146
104,858,136
105,863,130
106,866,126
107,868,122
108,871,118
109,876,117
110,880,115
111,883,115
112,883,116
113,886,116
114,890,117
115,893,121
116,896,123
117,898,128
118,898,131
119,901,135
120,905,140
121,906,146
122,910,155
123,911,163
124,912,166
125,913,172
126,916,181
127,918,192
128,921,201
129,921,213
130,922,213
131,923,226
132,926,236
133,928,247
134,930,261
135,930,268
136,932,272
137,932,277
138,933,275
139,935,272
