index,x,y
29,675,341
30,702,332
31,701,338
32,703,345
33,698,366
34,706,357
35,716,323
36,723,302
37,725,300
38,733,286
39,741,273
40,745,263
41,752,255
42,756,248
43,758,246
44,763,243
45,767,241
46,772,240
47,775,240
48,778,241
49,780,241
58,620,308
59,597,321
60,573,333
61,571,333
62,557,326
63,558,301
64,565,278
65,567,260
66,568,246
67,570,243
68,572,237
69,573,228
70,576,221
71,576,220
72,576,218
73,577,218
74,577,220
75,568,232
76,553,248
77,545,261
78,536,273
79,533,275
80,523,290
81,516,303
82,510,317
83,505,330
88,597,257
89,611,246
90,621,241
91,621,240
92,630,237
93,638,233
94,646,231
95,652,231
96,670,240
97,670,240
100,555,340
102,726,316
103,727,318
104,736,330
105,742,343
106,750,357
107,756,371
112,642,246
113,627,231
114,615,220
115,613,218
116,606,211
117,601,207
118,591,201
119,616,205
120,636,213
121,637,212
122,655,218
123,672,226
124,687,235
125,701,241
126,713,250
127,716,251
128,726,258
134,780,317
135,788,331
136,796,345
143,663,230
144,656,226
145,655,227
146,647,222
147,641,220
148,641,238
150,651,292
151,652,293
152,656,317
153,661,335
154,663,355
155,667,371
156,670,387
157,670,391
158,672,406
159,676,426
160,603,268
161,601,265
166,581,225
167,575,212
168,570,203
169,568,202
170,565,192
171,561,188
172,557,183
173,553,181
174,552,181
175,551,181
176,550,180
180,623,322
182,640,347
183,656,376
184,668,401
185,677,425
186,688,446
187,687,447
189,705,327
190,711,270
191,716,225
192,718,191
193,720,186
194,722,158
195,726,136
196,728,116
197,731,101
198,733,88
199,733,87
200,736,76
201,738,67
202,741,60
203,743,56
204,746,53
205,746,51
206,748,48
207,751,47
208,753,47
209,756,48
210,756,51
211,757,52
212,758,56
213,761,60
214,763,65
215,766,71
216,766,76
217,766,78
218,768,86
219,771,93
220,772,103
221,773,113
222,776,122
223,776,125
224,777,131
226,805,233
227,803,228
228,828,306
230,838,333
231,846,358
232,851,382
233,857,406
234,861,427
240,836,342
241,836,340
242,831,323
243,827,311
244,823,301
245,823,293
260,737,278
261,710,271
262,686,266
263,662,261
264,645,258
265,638,258
266,623,256
267,605,256
268,588,257
269,572,261
270,558,263
271,555,263
272,542,267
273,528,272
274,513,280
275,502,287
276,493,293
277,488,296
278,480,306
279,470,316
280,461,326
282,445,347
283,442,352
284,433,362
285,426,376
286,420,391
287,413,405
290,465,235
291,487,172
292,503,120
293,518,78
294,530,50
295,530,46
296,541,17
329,696,12
330,698,25
331,698,26
332,701,38
333,703,51
334,706,66
335,708,78
336,711,91
337,711,96
338,712,107
344,680,308
345,673,335
346,671,360
347,668,383
348,666,406
349,666,407
351,658,392
352,655,362
353,652,338
370,637,287
371,637,291
375,605,285
376,590,280
377,576,278
378,563,275
379,560,275
380,547,273
381,536,273
382,527,275
383,520,277
384,510,281
385,505,281
386,498,286
387,488,293
388,481,301
389,473,308
390,468,316
391,467,318
392,461,328
393,455,338
394,450,351
395,442,365
396,437,376
397,436,378
398,431,395
399,426,411
400,422,423
401,421,370
402,426,307
403,427,302
404,428,265
405,431,237
406,433,216
407,433,201
408,437,188
409,437,188
410,438,176
411,441,170
412,443,163
413,446,160
414,446,157
415,446,156
416,448,153
417,451,153
418,452,155
419,456,156
422,476,190
428,481,198
430,617,365
432,648,313
433,651,311
434,665,293
435,676,278
436,683,267
437,693,260
438,700,253
439,701,253
440,707,247
441,713,245
442,718,243
443,722,243
444,727,245
445,728,245
446,732,247
447,738,248
448,751,246
449,758,238
450,766,243
451,766,243
452,773,246
453,782,246
454,790,251
455,795,253
456,800,258
457,801,261
458,806,265
459,812,273
460,817,281
461,823,290
462,826,298
463,828,301
464,831,311
465,836,323
466,838,336
467,816,335
473,667,275
474,651,272
475,648,271
476,625,268
477,613,266
478,598,265
480,537,242
481,536,243
482,528,251
483,518,256
490,505,315
491,497,323
492,492,332
493,491,333
495,551,245
496,575,217
497,593,193
498,611,173
499,613,173
500,628,153
501,645,141
502,660,128
503,673,118
504,685,111
505,688,110
506,698,103
507,711,98
508,721,96
509,731,96
510,742,96
511,745,97
512,753,98
513,762,101
514,772,107
515,781,112
516,791,120
517,793,122
518,801,130
519,808,141
520,816,153
521,823,166
522,830,180
523,831,182
524,837,195
525,843,213
526,851,231
527,856,250
528,863,268
529,863,270
530,868,290
531,872,310
532,873,325
533,841,295
534,831,283
535,830,282
536,821,276
537,817,273
538,813,272
539,810,273
540,811,273
541,810,275
542,808,275
543,800,267
544,796,255
545,790,246
546,782,236
547,781,235
548,777,232
549,773,230
555,758,233
556,757,235
557,755,237
558,753,240
559,755,240
590,688,267
591,688,270
