index,x,y
31,638,322
32,638,313
62,630,353
63,611,332
64,595,320
65,582,312
66,578,311
67,567,302
68,556,296
69,548,291
79,493,283
80,491,276
81,487,273
82,485,271
83,482,270
84,480,268
85,480,270
86,478,268
87,476,270
89,475,270
90,475,273
91,475,277
92,472,282
93,471,290
94,467,293
95,467,301
96,466,302
98,477,297
99,483,291
100,497,280
101,505,273
102,507,268
103,513,262
104,521,257
105,528,253
106,531,252
107,536,253
108,537,252
109,542,253
110,616,298
121,631,341
122,637,356
123,645,368
124,651,382
125,657,396
126,657,397
127,663,411
128,668,428
129,675,445
135,716,388
136,722,358
137,730,335
138,731,331
139,736,312
140,743,293
141,747,280
142,753,268
143,757,260
144,757,257
145,763,250
146,767,243
147,771,238
148,775,236
149,778,233
150,780,232
151,783,232
152,786,233
153,788,235
154,778,242
160,636,291
161,621,301
162,618,303
163,598,313
164,585,328
165,571,341
166,558,353
167,545,366
168,542,368
169,532,382
196,807,293
197,808,292
198,811,292
199,708,237
200,811,288
201,812,290
