index,x,y
0,648,305
1,648,305
2,650,305
3,650,305
4,650,305
5,648,305
6,650,305
7,650,305
8,650,305
9,650,305
35,657,291
36,657,291
37,660,298
38,662,305
65,686,256
66,688,255
67,703,246
68,716,241
69,723,237
70,731,235
90,750,253
91,750,258
92,750,266
93,748,273
94,747,283
95,746,292
96,746,295
97,746,307
98,745,321
99,743,333
103,727,316
104,722,301
105,716,293
106,711,283
107,707,277
108,706,275
109,703,271
110,703,266
111,701,262
112,700,261
113,698,261
114,696,262
115,693,263
116,691,267
117,690,270
118,687,273
119,686,278
120,686,280
121,685,286
122,683,292
123,681,301
124,681,308
125,681,317
126,680,317
128,692,246
129,701,207
130,708,168
131,715,141
132,717,137
133,721,111
134,726,88
135,731,66
136,736,48
137,741,35
138,743,31
139,747,18
140,751,6
141,752,3
155,793,5
156,793,7
157,796,17
158,796,28
159,798,42
160,801,58
161,802,71
162,801,76
163,803,90
164,806,110
165,806,128
166,807,147
167,808,166
168,810,167
169,810,190
170,811,208
171,812,231
172,812,253
173,813,273
174,815,272
177,646,261
178,615,258
190,513,291
191,511,296
192,508,296
193,506,300
194,501,287
195,498,270
196,498,256
197,496,248
198,496,245
199,496,240
200,496,232
201,496,228
202,496,227
203,496,226
204,496,223
205,496,225
206,496,227
207,497,230
208,496,233
209,497,238
210,497,240
211,498,246
212,498,255
213,500,263
214,498,273
215,500,283
216,500,286
217,501,297
218,501,311
219,506,291
231,548,242
232,560,230
233,567,218
234,570,217
235,577,208
236,585,201
237,591,196
238,598,191
239,605,188
240,605,188
241,611,188
242,617,188
243,622,188
244,628,192
245,632,196
246,636,196
247,638,201
248,645,208
249,650,216
250,656,226
251,660,235
252,661,237
253,663,248
254,668,260
255,671,273
258,655,288
259,648,291
270,562,266
271,542,260
272,525,255
273,508,251
274,493,251
275,483,250
276,480,248
277,467,251
278,456,253
279,447,256
280,437,261
281,430,266
282,427,266
283,417,273
284,410,280
285,401,290
286,391,300
287,386,308
288,383,311
289,376,321
290,370,333
291,363,348
292,356,361
293,351,373
294,351,375
295,346,390
296,340,406
297,335,421
298,331,440
299,326,456
300,325,456
301,322,475
303,313,505
304,316,498
305,316,493
306,317,491
307,318,490
308,318,488
309,320,488
310,321,490
311,321,493
312,321,495
313,323,496
314,325,501
315,326,501
316,326,501
317,326,501
318,326,501
319,326,500
320,327,501
321,330,501
322,330,501
