index,x,y
27,527,273
28,525,272
29,521,272
45,635,332
47,637,315
60,726,271
62,737,268
63,746,273
64,756,281
65,758,283
66,767,291
67,776,301
68,783,311
69,792,323
70,798,333
71,801,336
72,806,348
73,812,360
74,818,375
75,826,388
76,810,362
77,811,363
87,713,222
88,705,247
89,705,247
90,698,271
91,691,292
92,686,315
93,682,333
94,678,351
95,678,352
96,675,368
98,713,262
99,711,256
103,590,218
104,581,206
105,576,196
106,571,187
107,567,187
108,563,182
109,558,177
110,565,196
111,556,195
113,561,213
115,552,301
116,553,331
117,553,361
118,552,390
122,550,355
127,527,233
128,523,218
129,521,203
132,516,185
133,517,181
134,516,178
139,520,191
141,502,311
142,496,372
143,495,380
144,492,417
150,486,551
151,487,560
152,486,566
153,487,573
154,487,581
155,487,583
156,487,593
157,487,607
158,488,618
159,488,625
160,491,625
161,493,626
162,490,635
163,491,640
164,493,642
165,493,643
166,495,645
167,495,646
168,495,647
169,496,648
