index,x,y
0,653,307
1,653,307
2,653,308
43,713,253
44,718,246
45,720,243
46,726,237
47,732,231
48,737,226
49,741,222
60,696,216
61,680,217
62,665,218
63,661,220
64,646,222
65,632,226
66,620,230
67,607,236
68,596,242
69,595,243
70,585,250
71,573,258
72,562,270
73,551,280
74,545,290
75,542,291
76,533,303
77,523,317
78,516,331
79,508,346
80,502,360
82,493,375
83,486,357
84,483,337
85,485,316
86,486,301
87,486,296
88,487,283
89,488,273
90,490,262
91,490,257
92,491,251
93,491,248
94,491,245
95,493,242
96,493,238
97,496,238
98,496,241
99,497,241
100,498,242
101,500,245
102,503,247
103,496,252
104,492,248
105,491,247
106,485,250
107,481,248
108,480,247
109,476,246
110,473,246
111,471,247
112,467,251
113,463,256
114,458,261
115,456,267
116,453,276
117,452,277
118,450,286
119,447,296
136,703,266
137,715,262
138,725,262
139,735,261
140,743,263
141,747,263
142,756,266
143,766,268
144,775,273
145,783,278
146,790,283
147,791,286
148,800,292
149,806,302
150,813,312
151,821,323
152,826,336
153,828,338
154,833,347
156,847,377
157,853,393
160,863,427
161,870,441
164,871,387
166,871,351
167,866,313
168,863,286
169,862,263
170,861,246
171,861,243
172,861,227
173,858,211
174,858,200
175,856,190
176,856,183
177,856,180
178,856,175
179,855,171
180,855,167
181,853,163
182,853,163
183,852,162
184,852,163
185,851,165
186,851,168
187,851,171
188,851,173
189,850,176
190,851,181
191,850,186
192,850,192
193,843,211
200,770,285
201,768,286
202,760,300
203,752,313
204,745,327
205,741,335
206,741,305
207,741,298
208,741,286
209,741,273
210,741,265
211,741,258
212,741,256
213,741,253
214,741,252
215,740,251
216,742,252
217,742,251
218,746,253
230,806,332
231,807,332
234,726,257
235,713,246
236,706,238
237,703,237
238,697,233
239,691,231
240,686,228
241,683,230
242,686,238
243,686,242
244,693,252
245,698,263
246,703,273
247,708,285
248,712,295
249,713,296
250,716,307
251,718,318
252,722,331
253,730,322
254,737,286
270,790,265
271,792,273
272,795,281
273,796,283
274,798,295
275,800,305
276,802,312
277,808,303
280,807,291
281,815,288
282,817,285
283,820,286
284,822,286
285,822,287
286,825,288
287,826,291
288,830,295
289,831,298
290,832,303
291,833,305
292,835,311
293,836,316
294,837,323
295,838,331
296,841,336
297,840,337
299,855,277
300,861,256
301,866,238
302,871,226
303,871,221
304,875,212
305,880,201
306,883,195
307,887,187
308,890,183
309,891,183
310,892,181
311,896,178
312,898,180
313,901,181
314,903,183
315,903,185
316,906,188
317,906,193
318,908,201
319,911,210
320,911,218
321,911,220
322,912,230
323,913,243
324,913,257
325,913,273
326,915,288
327,915,290
328,916,306
329,916,323
334,765,270
335,752,268
336,741,266
337,733,266
338,728,267
339,726,268
340,723,267
341,737,260
342,733,271
343,737,273
353,796,317
354,797,328
370,660,242
376,558,266
377,540,273
378,527,281
379,515,288
380,502,298
381,498,301
382,487,311
383,473,322
384,463,333
385,453,346
386,445,357
387,442,360
388,435,370
389,428,361
390,436,340
391,436,323
392,438,312
393,441,308
394,445,300
395,447,292
396,453,283
397,457,278
398,458,276
399,458,276
400,463,276
401,467,277
402,468,277
403,470,277
404,472,278
405,473,280
406,475,283
407,477,287
409,482,301
410,483,306
411,486,307
412,486,315
416,572,252
417,576,250
418,592,238
419,611,227
420,628,218
421,643,211
422,656,206
423,660,205
424,672,201
425,685,200
426,698,198
427,712,200
428,721,201
429,723,201
431,745,210
432,756,217
433,763,221
434,771,231
435,775,232
436,781,241
437,791,253
438,798,263
439,806,277
440,812,290
441,813,291
442,818,307
443,823,321
454,502,255
460,457,272
461,453,276
462,452,280
465,448,281
466,447,281
467,446,281
468,446,280
469,445,281
470,442,280
471,442,280
472,441,281
473,441,281
474,442,280
475,443,280
476,442,280
477,443,280
478,442,281
479,441,281
