index,x,y
70,687,313
71,691,325
72,707,303
73,717,286
74,725,276
75,727,273
76,732,267
77,737,261
78,741,257
79,746,255
81,752,255
82,755,253
83,756,255
84,758,256
85,756,233
86,742,206
87,741,203
88,731,181
89,723,163
90,716,148
91,710,136
92,705,126
93,703,123
94,698,117
95,695,112
96,690,107
97,687,103
98,683,103
99,683,103
100,678,103
101,676,103
102,672,106
103,671,111
104,668,116
105,666,118
106,663,123
107,661,131
108,658,141
109,656,151
110,653,162
111,653,163
112,651,177
113,648,191
114,646,206
115,646,223
116,643,238
117,642,241
118,641,256
119,638,273
130,632,273
131,632,276
132,630,271
133,621,256
134,618,250
135,616,247
136,612,242
137,608,237
138,606,236
139,605,240
161,458,205
170,460,271
171,460,272
172,458,277
173,458,285
192,502,303
193,503,308
194,503,312
195,505,313
196,503,320
197,506,327
198,506,336
199,508,346
200,510,355
201,511,357
202,511,366
203,512,380
204,512,391
205,513,401
206,515,396
207,516,393
208,516,395
209,515,393
