index,x,y
29,638,326
30,638,316
31,638,305
32,638,302
33,638,295
40,608,292
45,575,286
46,561,290
47,546,293
48,530,301
49,517,307
50,520,306
51,511,312
52,495,322
53,493,330
60,695,235
61,711,231
62,715,230
63,731,228
64,745,226
65,756,228
66,770,228
67,777,230
68,778,231
69,788,233
70,798,237
71,807,241
72,816,246
73,822,251
74,823,253
75,831,260
76,838,266
77,843,275
78,851,283
79,856,291
80,856,292
81,862,300
82,865,301
83,866,300
84,865,300
85,865,298
86,862,298
90,865,298
91,866,301
92,866,301
93,866,301
94,866,303
95,866,303
96,866,305
97,866,305
