index,x,y
10,655,275
11,653,275
12,653,275
50,592,303
51,577,311
52,565,321
53,553,331
54,551,333
55,538,345
56,528,356
57,518,371
58,508,383
59,498,398
60,498,398
61,488,413
62,480,431
63,472,446
64,462,407
65,461,357
67,456,316
68,453,288
69,451,263
70,448,243
71,448,230
72,448,226
73,447,215
74,447,206
75,446,196
76,446,191
77,447,186
78,446,183
79,447,181
82,448,263
86,450,343
87,448,370
88,450,392
89,451,413
90,451,413
91,487,390
92,510,367
93,538,340
94,561,321
95,577,310
105,665,268
106,660,271
107,666,271
108,666,270
109,677,330
117,727,303
119,720,267
120,718,265
121,715,263
122,713,261
123,710,262
124,706,263
125,703,266
126,703,268
127,701,273
128,696,278
129,693,285
133,647,277
134,628,266
140,550,246
141,537,246
142,526,247
143,517,250
144,515,250
145,508,253
146,500,257
147,490,262
148,483,267
149,478,273
150,477,275
151,475,278
152,467,275
153,461,256
154,456,251
155,451,250
156,448,248
157,443,243
158,441,241
159,437,241
160,433,238
161,431,241
162,430,241
163,426,243
164,423,246
165,421,251
166,418,257
167,417,263
168,416,266
169,415,271
170,411,281
171,411,291
172,408,302
173,406,315
174,407,317
175,406,327
176,403,341
177,406,350
178,441,327
179,466,310
180,465,310
181,485,298
182,505,286
183,526,276
190,683,271
199,672,287
206,728,270
207,733,272
209,743,280
210,745,281
211,750,286
212,753,291
213,760,300
214,765,308
215,767,317
216,768,321
217,772,328
218,776,342
219,781,355
220,783,370
229,577,225
230,565,222
231,557,241
232,560,252
233,556,266
234,556,268
235,551,280
236,551,297
237,548,313
238,546,327
239,546,343
240,546,346
241,545,358
250,588,206
255,561,335
256,557,360
257,553,382
258,553,382
259,552,411
260,543,432
262,535,342
263,531,305
264,531,301
265,527,271
266,526,243
267,525,223
268,523,206
269,521,192
270,521,193
271,521,181
272,521,173
273,521,166
274,521,160
275,521,156
276,522,155
277,522,152
278,523,152
279,523,152
281,488,276
282,488,278
283,476,318
284,462,378
285,452,413
291,443,330
292,446,298
293,446,276
294,446,271
295,450,255
296,451,240
297,453,226
298,456,216
299,456,208
300,456,210
301,457,205
302,461,201
303,461,196
308,531,401
309,546,443
310,553,473
311,566,505
314,615,467
316,651,412
317,663,393
318,665,390
319,676,375
320,687,363
321,696,353
322,705,346
323,711,340
324,715,338
325,720,335
326,726,333
327,731,335
328,735,335
329,733,338
330,733,338
331,732,340
332,732,343
333,733,348
334,733,355
335,735,361
336,733,365
337,735,371
338,736,381
339,735,391
