index,x,y
42,726,245
43,730,240
44,736,232
45,741,226
46,743,223
47,707,255
48,751,221
49,757,218
50,753,222
51,756,223
52,756,226
53,756,231
54,756,237
55,758,242
56,758,248
57,758,256
58,758,258
59,761,263
60,760,275
61,761,283
72,651,258
73,663,246
74,676,242
75,687,237
76,690,236
80,723,233
81,730,235
82,732,235
83,738,237
84,746,243
85,751,248
86,758,256
87,762,261
88,763,263
89,767,270
90,773,280
91,778,291
92,782,302
93,786,313
94,788,316
95,791,328
96,795,342
97,798,357
98,768,337
99,742,315
100,745,317
102,703,286
105,653,260
106,651,258
107,636,253
108,623,251
109,613,248
121,535,290
122,531,298
123,527,305
124,526,307
125,525,316
127,500,260
128,493,240
129,486,223
130,483,223
131,478,208
132,471,196
133,467,187
134,463,178
135,458,173
136,456,171
137,453,167
138,451,165
139,446,163
140,441,163
141,438,163
142,437,163
143,433,167
144,431,171
145,428,176
146,425,183
147,422,190
148,421,192
149,418,201
150,416,211
151,413,223
152,411,237
153,408,251
154,408,251
155,406,265
156,403,283
157,401,298
158,401,316
159,398,336
160,398,333
161,445,305
163,490,275
170,536,262
171,547,257
173,557,240
174,567,232
175,575,226
176,581,221
177,586,217
178,588,216
179,595,216
180,601,215
181,608,213
182,615,216
183,618,217
184,621,218
185,625,222
186,631,226
187,636,233
188,640,238
189,645,248
190,646,248
191,648,257
192,653,266
193,656,278
194,661,287
195,665,300
196,663,303
197,660,311
199,608,282
200,590,272
201,575,265
202,573,265
203,555,260
204,543,257
205,530,255
206,525,253
209,495,258
211,475,272
212,470,275
213,471,273
214,467,275
215,463,278
216,461,283
220,438,278
221,432,273
222,426,271
223,423,268
224,421,268
225,416,268
226,413,268
227,411,270
228,408,273
229,403,278
230,401,281
231,398,286
232,397,290
233,395,297
234,392,306
235,390,316
236,388,328
237,386,338
238,387,338
239,385,351
240,381,362
241,387,388
242,423,343
243,447,326
244,448,323
245,466,306
269,638,281
271,597,256
272,582,242
273,567,226
274,565,225
275,551,211
276,540,201
277,526,193
278,516,186
279,506,180
280,506,181
281,496,177
282,486,176
283,478,175
284,468,176
285,461,178
286,458,178
287,451,181
288,443,187
289,436,193
290,431,201
291,423,211
292,421,213
293,413,223
294,406,236
295,400,250
296,393,265
297,388,278
298,386,280
299,381,297
300,373,316
301,368,336
302,365,353
303,415,317
304,420,313
305,460,282
306,483,265
307,502,253
309,1033,3
310,525,240
314,520,246
315,517,258
317,501,273
318,486,286
319,475,296
320,471,298
321,472,303
322,472,306
323,472,311
324,471,317
325,471,326
326,468,335
327,468,342
328,468,346
329,468,355
330,467,367
331,476,292
332,476,290
