index,x,y
10,657,275
11,661,277
12,670,275
13,673,275
14,681,272
15,697,266
16,707,266
17,718,267
18,726,268
19,727,270
20,736,271
21,746,276
22,753,281
23,762,286
24,770,292
25,772,296
26,778,303
27,786,312
28,793,323
29,798,332
30,806,335
31,808,333
32,816,318
33,818,306
34,823,300
35,828,296
36,832,293
37,835,292
38,837,291
39,841,288
40,843,286
41,843,286
42,845,286
43,846,287
44,848,287
45,850,291
46,853,298
47,856,306
48,858,312
49,860,312
52,862,340
53,866,345
54,867,316
56,868,273
57,871,238
58,872,208
59,873,182
60,876,161
61,876,158
62,876,138
63,876,121
64,877,105
65,878,90
66,878,81
67,878,78
68,878,70
69,881,61
70,881,55
71,881,50
72,880,46
73,878,46
74,880,43
75,880,43
76,878,46
77,880,47
78,880,51
79,878,53
80,878,58
81,876,66
82,876,75
83,875,86
84,873,96
85,873,97
86,871,110
87,871,123
88,868,140
89,866,157
90,866,172
91,866,173
92,863,192
93,863,212
94,861,232
95,861,252
96,858,271
97,860,275
98,857,292
99,833,290
100,826,283
101,823,283
102,820,282
103,820,282
104,818,281
110,805,277
111,801,268
112,798,262
113,797,258
114,795,256
115,793,256
116,791,256
117,790,256
118,790,257
119,788,258
134,681,271
135,681,271
136,663,267
137,646,262
146,546,275
147,536,282
148,525,290
149,516,298
150,510,305
151,506,306
152,498,317
153,490,328
154,481,341
155,473,355
156,467,366
157,465,371
158,458,382
159,455,393
160,492,332
161,516,298
162,535,272
163,533,271
164,550,250
170,578,240
171,563,263
172,546,293
173,533,318
174,522,342
175,521,343
176,511,367
177,505,388
178,493,370
179,496,338
180,490,321
181,488,318
182,487,306
183,486,298
184,486,300
185,483,301
186,485,301
187,485,303
188,485,306
189,483,311
190,481,318
191,481,326
192,481,333
193,481,336
194,481,345
195,481,356
196,482,368
197,483,381
198,483,393
199,483,391
