index,x,y
10,635,313
11,637,303
12,641,301
13,643,296
14,646,292
15,647,288
16,648,285
17,651,285
18,652,285
19,653,283
44,573,272
50,537,273
51,530,278
52,525,283
53,516,286
54,512,282
55,507,270
56,496,261
57,491,256
58,483,253
59,477,251
60,476,251
61,471,251
62,468,251
63,465,251
64,461,253
65,458,258
66,456,258
67,452,263
68,448,271
69,446,278
70,443,287
71,441,297
72,441,298
74,601,248
75,598,246
76,620,237
77,641,231
78,645,231
79,661,227
80,670,226
81,643,226
82,620,227
83,603,228
84,601,228
85,586,231
87,560,241
88,547,246
89,536,251
90,537,252
91,528,258
92,521,266
93,511,276
94,503,286
95,496,297
96,493,300
97,488,312
98,481,326
99,473,341
100,468,355
101,463,371
102,462,372
103,456,390
104,451,408
105,446,426
106,442,443
107,438,461
108,438,463
109,435,483
112,423,548
113,421,572
115,418,595
116,415,618
117,415,637
118,417,636
119,418,632
120,420,630
121,421,628
122,421,625
123,423,623
124,426,623
125,428,625
126,431,627
127,435,631
128,438,637
129,441,645
130,445,642
131,445,641
132,445,642
133,446,643
134,447,642
135,447,643
136,447,643
137,447,646
138,448,646
139,448,645
140,448,645
141,448,645
142,447,645
143,447,643
144,447,643
145,448,645
146,448,645
147,447,643
148,448,643
