index,x,y
20,462,283
21,460,281
22,455,278
23,450,276
24,446,275
25,445,276
26,442,276
27,441,278
28,437,280
29,436,283
30,431,296
31,428,302
32,426,308
33,425,311
34,422,318
35,418,328
36,418,341
37,416,353
38,413,365
39,413,366
40,411,380
41,411,393
42,408,406
44,410,321
45,411,316
46,411,283
47,413,256
48,415,232
49,416,211
50,416,196
51,416,193
52,418,177
53,421,163
54,421,152
55,423,143
56,425,136
57,426,133
58,426,128
59,428,125
60,431,121
61,432,118
62,433,116
63,436,116
64,437,116
65,440,118
66,441,121
67,443,123
68,445,127
69,446,128
70,448,133
71,451,140
72,453,147
73,455,155
74,456,162
75,456,165
76,461,178
77,453,216
78,451,245
79,448,266
80,447,287
81,447,290
82,446,311
83,446,330
84,446,350
85,446,371
86,446,386
87,446,391
88,446,410
89,446,428
90,446,450
91,446,472
92,446,491
93,446,493
94,445,515
95,443,537
96,443,566
97,443,586
98,442,606
99,442,606
100,443,635
110,465,681
111,466,683
112,470,688
113,471,696
114,472,700
