index,x,y
26,621,365
27,617,356
28,611,341
29,607,326
46,688,311
47,703,318
48,723,328
49,725,327
50,742,341
51,758,351
54,781,322
55,781,318
56,785,301
57,785,283
58,786,270
59,786,260
60,786,252
61,786,251
62,786,246
63,787,245
64,787,242
65,788,242
66,788,243
67,788,243
68,790,245
69,790,247
73,798,258
74,802,265
75,806,260
76,811,258
77,817,262
78,821,265
79,821,266
80,827,268
81,831,273
82,835,280
83,838,286
84,841,293
85,843,296
86,846,303
87,850,313
88,853,323
89,856,335
90,857,346
91,857,347
92,861,361
93,863,373
94,863,388
95,847,390
96,822,365
97,817,362
98,791,343
105,697,290
106,687,290
113,631,301
114,627,303
120,600,343
123,567,277
124,558,256
125,548,226
126,538,201
127,536,198
128,526,176
129,517,156
130,510,138
131,501,125
132,496,113
133,493,111
134,488,102
135,481,92
136,476,85
137,468,78
138,465,76
146,431,85
147,427,91
148,421,100
149,417,110
150,413,121
151,412,121
152,407,133
153,402,148
154,398,163
155,396,181
156,391,196
157,391,200
158,388,216
159,385,236
160,381,256
161,381,277
162,376,297
163,377,300
164,376,320
165,348,446
166,416,313
168,462,275
169,463,275
171,487,260
172,493,257
173,502,255
174,506,253
175,505,255
176,508,257
180,508,275
181,508,276
182,508,280
183,508,286
184,510,293
185,511,301
186,511,308
187,511,311
188,511,318
189,511,328
190,511,336
191,507,323
192,508,313
193,508,311
194,507,306
195,506,302
196,506,300
197,505,297
198,503,296
199,503,296
200,502,298
201,502,301
202,503,303
203,503,307
204,503,308
205,503,311
206,501,316
207,501,323
208,501,331
209,501,341
210,502,352
211,502,353
212,502,362
213,502,375
214,503,388
