index,x,y
6,615,362
7,613,358
8,610,347
9,606,328
10,597,318
14,588,311
22,577,288
24,547,278
25,545,278
26,538,277
27,528,273
28,518,275
29,511,276
30,506,280
31,503,281
32,498,286
33,491,291
34,483,298
35,478,306
36,472,315
37,470,317
38,467,317
39,465,306
40,470,298
41,468,296
42,471,287
43,472,285
44,472,282
45,473,281
46,475,280
47,477,281
48,480,282
49,480,283
50,480,287
51,481,291
52,481,298
53,482,302
54,483,307
55,483,308
56,485,315
62,493,310
63,501,251
64,506,208
65,510,176
66,511,148
67,512,143
68,516,118
69,518,96
70,522,76
71,526,57
72,530,42
73,531,38
74,533,27
75,536,13
76,540,6
89,568,6
90,571,15
91,571,16
92,572,26
93,573,38
94,573,53
95,576,68
96,578,83
97,577,88
98,581,103
99,581,122
101,583,163
102,586,182
103,586,181
104,587,206
105,590,228
106,591,250
111,537,263
112,525,258
113,512,253
114,503,251
115,500,250
116,493,248
117,488,248
118,483,248
119,478,251
120,476,253
121,476,255
122,475,256
123,471,261
124,468,267
125,468,273
126,466,278
127,465,282
128,465,287
129,463,292
130,465,303
131,466,315
135,533,247
136,553,233
137,573,221
138,588,211
139,590,212
140,603,203
141,620,196
142,635,191
143,647,188
144,660,187
145,662,187
146,673,188
147,686,188
148,697,191
149,708,196
150,716,201
151,718,202
152,728,208
153,738,216
154,748,226
155,757,238
156,766,250
157,766,251
158,775,265
159,783,280
160,791,295
161,797,311
162,803,328
163,805,330
182,771,285
183,776,291
184,781,298
185,788,308
186,793,316
187,793,318
188,798,327
189,806,340
190,808,350
191,797,336
192,786,316
193,786,313
200,736,255
201,731,251
202,728,251
203,725,251
204,721,251
205,721,253
206,717,255
207,713,256
208,710,261
209,710,266
210,731,271
211,731,271
212,742,276
218,811,327
219,817,335
220,828,347
221,836,358
222,843,368
230,763,235
231,753,235
232,733,247
233,711,261
234,697,273
235,696,276
240,632,335
241,631,335
242,622,346
249,778,226
256,600,235
257,593,232
258,583,237
259,581,237
260,572,243
261,563,251
262,556,260
263,547,268
264,541,275
265,538,278
266,533,286
267,527,298
268,521,311
269,516,322
270,512,333
271,511,336
272,506,348
273,501,363
274,497,377
275,537,320
276,567,276
277,570,271
278,595,241
279,616,212
280,636,188
281,651,172
282,662,157
283,665,156
284,678,143
285,691,133
286,701,125
287,711,118
288,720,115
289,721,116
290,730,111
291,737,110
292,746,108
293,752,108
294,760,111
295,761,111
296,767,113
297,773,116
298,781,121
300,715,257
301,713,258
302,713,283
304,688,348
305,677,373
306,668,397
307,667,398
308,658,426
309,650,451
311,576,353
312,548,308
313,548,306
314,526,276
315,507,246
316,491,223
317,478,206
318,468,193
319,467,192
320,458,182
321,451,173
322,443,166
323,438,161
324,433,158
325,431,157
326,426,156
327,422,156
328,418,156
329,416,157
330,413,158
331,412,158
332,410,161
333,407,166
334,406,171
335,405,176
336,403,181
337,401,183
338,401,191
339,401,198
340,400,208
341,398,216
342,398,223
343,398,227
344,398,235
345,396,246
346,396,257
347,396,268
348,397,278
349,397,281
