index,x,y
26,641,277
27,623,260
28,611,246
29,598,236
30,598,236
31,586,226
32,576,220
33,566,215
34,557,211
35,548,208
36,546,207
37,538,206
38,530,207
39,521,208
40,516,211
41,510,215
42,506,216
43,500,222
44,492,228
45,486,238
46,478,250
47,473,257
48,472,260
49,466,271
50,461,283
51,455,298
52,452,311
53,501,277
55,526,261
56,542,251
57,553,248
58,560,245
59,562,257
75,565,283
76,560,290
77,558,297
78,560,300
79,558,311
81,650,283
90,755,268
91,757,256
100,791,235
101,792,238
102,793,238
103,796,241
104,798,246
105,800,252
106,802,260
107,802,268
108,805,270
109,805,278
110,806,292
111,806,301
112,811,316
125,768,231
126,763,227
127,750,223
128,730,213
129,711,206
130,695,201
131,685,198
132,680,196
133,670,196
134,656,193
135,646,196
136,635,198
137,626,201
138,623,201
139,616,206
140,606,211
141,598,216
142,590,226
143,581,233
144,581,236
145,572,246
146,565,255
147,557,271
148,552,283
157,551,261
158,547,262
159,540,272
160,503,276
161,492,273
162,490,273
163,480,271
164,471,271
165,462,271
166,455,272
167,450,273
168,447,276
169,442,278
170,433,283
171,427,290
172,422,297
173,416,305
174,416,306
175,411,316
176,442,283
177,461,270
178,476,258
179,486,251
180,485,252
181,495,246
182,501,242
183,508,241
184,513,241
190,582,238
191,590,241
192,592,242
193,600,246
194,611,251
195,618,255
196,623,261
197,630,267
198,633,268
199,637,275
200,645,286
201,650,295
208,650,350
210,712,253
211,715,252
212,712,223
213,715,201
214,713,186
215,713,173
216,713,170
217,712,161
218,712,152
219,712,146
220,715,138
221,713,138
222,713,138
223,713,137
224,713,137
225,713,137
226,715,140
227,716,143
228,716,146
229,715,148
230,716,156
231,716,163
232,716,172
233,716,182
234,716,185
235,716,196
236,716,208
237,716,223
238,716,238
239,716,256
240,716,255
241,716,270
245,565,272
246,565,271
248,506,260
249,488,258
250,475,257
251,465,258
252,460,258
253,452,260
254,445,262
255,437,266
256,430,270
257,426,273
258,423,276
259,418,280
260,416,286
261,412,291
262,408,297
263,406,303
264,403,306
265,402,310
266,400,306
267,397,302
268,396,300
269,396,297
271,393,298
272,391,298
273,390,297
