index,x,y
7,635,307
13,678,348
50,540,298
51,540,300
52,538,308
53,538,318
54,536,328
55,536,338
56,536,351
57,536,352
58,536,367
59,536,378
65,681,256
66,698,243
67,713,236
68,726,228
69,726,228
70,740,221
71,751,218
72,760,216
73,768,216
74,776,217
75,780,217
76,783,218
77,791,221
78,796,223
79,801,228
80,806,233
81,808,233
82,813,238
83,818,245
84,823,252
85,828,260
86,831,266
87,833,270
88,835,276
89,841,286
97,848,282
98,850,282
99,850,281
100,851,283
101,851,287
102,853,290
103,852,291
104,853,292
105,852,292
106,853,292
107,853,293
108,858,296
109,858,297
