index,x,y
15,653,312
16,673,276
17,686,253
18,687,251
19,697,231
20,708,217
21,718,201
22,726,192
23,732,186
24,733,183
25,741,177
26,748,171
27,753,168
28,758,166
29,763,166
30,765,166
31,768,166
32,773,168
33,778,171
34,783,175
35,786,176
36,788,178
37,791,183
38,796,188
39,798,196
40,802,203
41,805,208
42,806,211
43,808,218
44,811,226
45,813,236
46,816,246
47,818,253
48,818,257
49,821,267
50,823,276
51,823,275
52,822,273
53,822,272
54,823,271
55,823,271
56,823,270
57,823,270
58,823,268
59,823,270
60,823,268
61,823,272
62,823,275
63,825,277
64,825,277
65,825,277
66,826,278
67,826,278
68,825,278
69,826,278
70,826,276
71,826,277
