index,x,y
12,631,316
13,631,307
30,593,283
31,577,283
32,563,283
33,547,283
34,536,285
35,530,286
36,521,287
37,505,293
38,493,298
39,483,305
40,476,310
41,476,311
42,472,318
43,508,292
44,526,283
45,542,276
46,555,272
47,558,271
48,566,268
49,575,268
50,582,270
51,590,271
52,595,271
53,597,273
54,613,272
55,652,273
60,698,288
61,697,285
62,705,286
63,713,291
64,721,297
65,725,300
66,731,306
67,737,316
68,745,326
69,751,336
70,756,346
71,756,345
72,763,315
73,766,300
74,768,287
75,771,280
76,771,275
77,772,272
78,775,270
79,776,268
80,778,267
81,780,266
82,780,268
83,781,268
84,782,272
85,783,273
90,681,245
91,665,241
92,650,240
93,633,240
94,621,240
95,620,241
99,572,258
108,533,306
109,543,288
123,523,246
124,520,245
125,518,245
126,517,247
127,511,250
128,508,253
129,506,257
130,498,265
131,497,265
132,496,271
133,493,277
150,482,223
151,478,221
152,475,221
153,471,221
154,468,223
155,466,223
156,463,226
157,461,231
158,457,236
159,455,243
160,452,250
161,451,251
162,448,258
163,447,271
164,446,281
165,443,291
166,442,302
167,441,303
176,751,272
177,760,276
178,766,278
179,767,278
180,757,265
181,748,261
210,386,271
211,361,272
212,335,273
213,310,276
214,290,281
215,288,281
216,268,283
217,248,291
218,231,296
219,213,303
230,195,345
