index,x,y
43,636,308
44,641,298
45,646,287
46,651,283
47,655,281
48,658,278
49,662,277
61,653,271
62,656,280
63,655,285
64,648,295
65,646,301
66,646,302
67,643,311
68,643,320
69,638,332
70,636,341
71,636,351
72,635,355
73,632,367
79,591,258
80,580,211
81,570,170
82,561,141
83,553,112
84,552,110
85,546,86
86,541,66
87,535,47
88,531,33
89,526,21
90,526,20
91,522,10
92,518,3
107,495,1
108,495,3
109,496,8
110,496,16
111,496,25
112,496,33
113,496,43
114,496,43
115,495,53
116,496,66
117,496,76
118,496,90
119,496,102
120,496,101
121,496,112
122,497,125
123,497,137
124,498,151
125,501,163
126,500,166
127,501,177
128,501,192
129,501,203
130,502,218
131,503,231
132,503,232
