index,x,y
26,627,255
27,615,243
28,605,236
29,602,235
30,590,226
31,580,220
32,568,216
33,560,212
34,551,211
35,548,211
36,540,211
37,533,212
38,526,216
39,518,218
40,512,222
41,511,223
42,505,230
43,496,238
44,490,247
45,485,256
46,480,265
47,476,270
48,472,280
49,466,295
50,467,302
51,478,285
52,485,278
53,488,276
54,492,272
55,496,271
56,500,270
57,502,272
58,505,271
59,505,272
62,478,268
64,465,268
65,463,268
66,455,273
67,448,275
68,441,278
69,438,282
70,435,287
71,432,288
72,428,296
73,422,305
74,418,313
75,416,323
76,426,315
77,427,315
78,446,292
79,461,277
87,473,233
89,476,233
102,571,276
103,572,273
104,606,272
105,627,271
106,642,270
107,655,270
108,661,270
114,638,265
115,622,263
116,605,263
117,590,263
118,580,263
119,577,266
128,501,311
129,495,322
130,487,330
131,487,330
132,487,328
133,488,311
134,495,298
135,500,288
136,502,281
137,503,278
138,508,273
139,513,271
140,518,272
141,523,270
142,527,271
143,527,271
144,530,272
145,532,273
146,536,276
147,540,281
148,541,286
149,543,286
158,526,236
159,517,211
160,510,193
161,508,191
162,501,173
163,496,158
164,490,146
165,485,135
166,481,128
167,478,126
168,475,120
169,471,116
170,466,111
171,463,110
172,461,108
173,458,108
174,455,110
175,452,111
176,448,116
177,446,122
178,441,127
179,440,130
180,436,137
181,433,148
182,430,160
183,427,173
184,426,186
185,425,190
186,421,202
187,418,218
188,416,236
189,413,253
190,410,271
192,408,290
193,408,308
194,413,291
195,416,268
196,420,257
197,421,255
198,421,248
199,423,243
200,426,241
201,428,238
202,428,238
203,431,240
204,432,241
205,433,243
206,435,247
207,436,250
208,437,253
209,437,253
210,441,256
211,440,247
212,440,242
213,438,238
214,441,237
215,440,237
216,440,237
217,441,237
218,441,240
219,441,242
220,443,246
221,443,246
222,443,252
223,446,257
224,446,265
225,446,273
226,448,283
227,450,285
240,491,221
241,486,211
242,483,201
243,481,196
244,478,191
245,478,190
246,476,188
247,475,186
248,472,186
249,472,187
250,471,190
251,470,190
252,468,193
253,468,198
254,466,205
255,466,212
256,466,221
257,466,223
258,466,232
259,465,243
260,463,256
261,462,271
262,461,282
263,462,285
274,570,246
275,570,246
276,565,242
277,560,237
278,556,232
280,550,230
281,550,231
282,548,232
283,547,233
284,545,237
285,542,241
286,541,246
287,542,248
288,541,255
289,537,262
300,596,322
301,597,328
302,598,335
303,601,340
304,603,340
305,603,338
306,605,336
310,606,336
311,607,336
312,610,356
313,610,365
314,612,375
315,613,381
316,615,388
317,616,392
318,616,398
319,616,411
324,621,437
325,623,438
